NA;NA;NA;NA;NA;NA;NA;NA
NA;152019.84375;6548.90771484375;26763.46484375;27765.556640625;11951.5703125;2573.96313476562;NA
NA;0;12941.3369140625;25501.400390625;9743.822265625;2160.91772460938;4366.6611328125;NA
NA;135.98078918457;5318.85546875;11705.353515625;14785.09375;10461.8369140625;5908.7236328125;NA
NA;155.082794189453;0;6675.3837890625;17363.21484375;436.017395019531;0;NA
NA;0;0;37.3447685241699;2509.93920898438;0;0;NA
NA;0;58.8549995422363;0;0;0;0;NA
NA;0;0;0;0;0;0;NA
NA;0;56.9030303955078;0;0;0;0;NA
NA;0;0;0;0;0;0;NA
NA;0;0;0;302.178466796875;28.8148612976074;0;NA
NA;0;1697.82580566406;39.4058685302734;4811.6865234375;2808.822265625;324.370513916016;NA
NA;NA;NA;NA;NA;NA;NA;NA
