NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;0;0;569.652954101562;0;0;0;0;0;0;NA
NA;0;0;0;0;1686.3642578125;91.8296127319336;2177.04541015625;101.371841430664;0;NA
NA;0;92.5540313720703;452.9072265625;357.208068847656;22877.576171875;14082.974609375;1914.53491210938;0;0;NA
NA;0;189.013961791992;1454.82104492188;9601.986328125;48659.4921875;26286.451171875;5.67650890350342;0;0;NA
NA;0;48.8911895751953;1947.57958984375;33201.26171875;38794.125;32458.12109375;12146.451171875;0;0;NA
NA;217.091293334961;0;0;18580.830078125;27838.46875;40049.0546875;12087.9013671875;0;0;NA
NA;577.049072265625;0;0;18768.076171875;28154.09765625;24998.6328125;14535.294921875;2901.71826171875;0;NA
NA;0;0;1181.75903320312;10522.8251953125;11688.09765625;14160.8984375;4347.837890625;1588.02966308594;1391.20971679688;NA
NA;0;0;0;0;854.290405273438;8262.31640625;304.961853027344;0;11.7530851364136;NA
NA;0;0;0;0;0;235.768844604492;5829.45068359375;2857.22875976562;0;NA
NA;2656.5517578125;0;0;0;0;2527.6103515625;1591.93139648438;1265.3232421875;0;NA
NA;1041.79089355469;0;0;0;0;0;0;0;0;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
