NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1950.25793457031;0;32.2288055419922;173.307800292969;292.911376953125;39.9827423095703;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;117.961753845215;113.828918457031;279.153076171875;3.62535905838013;1138.71716308594;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1399.9951171875;1651.52490234375;1028.67407226562;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;842.011047363281;155.978637695312;0;0;0;112.441024780273;17.7760238647461;0;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;199.433807373047;0;0;0;0;376.689819335938;151.369659423828;0;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;557.033325195312;321.252685546875;31.1361808776855;0;0;0;0;0;3.97121262550354;14.131799697876;0;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;0;0;1.38587403297424;394.746856689453;621.982055664062;1149.47387695312;3028.1455078125;2617.70458984375;3242.45751953125;3635.2685546875;1681.466796875;48.6933975219727;318.557739257812;21.5523719787598;40.5984001159668;2.93091464042664;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;0;0;0;256.399017333984;40.6228942871094;331.022094726562;1757.720703125;2987.90185546875;2632.12866210938;2476.38208007812;3312.00366210938;1134.48315429688;367.188598632812;0;0;205.948364257812;69.5051727294922;NA;0;0;0;0;0;0;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;0;0;0;0;21.7872352600098;4.85922527313232;247.027130126953;2090.98608398438;1578.79846191406;2221.70141601562;3806.0048828125;2294.83227539062;22.5286560058594;0;0;203.568115234375;0;0;NA;0;0;0;0;0;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;264.853912353516;926.931701660156;1731.13073730469;2843.50952148438;1171.60803222656;20.0100860595703;0;0;0;0;0;NA;0;0;0;0;0;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;6.55460929870605;293.887878417969;323.6376953125;383.4326171875;256.867950439453;0;0.888283133506775;0;0;0;0;NA;0;0;0;0;0;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;42.0741081237793;0;0;0;0;0;0;0;100.735626220703;1445.14221191406;178.712097167969;71.4897689819336;16.5975112915039;0;0;0;0;0;NA;NA;0;0;0;0;NA;NA;NA;NA;NA
NA;0;0;0;NA;NA;NA;NA;0;0;0;0;0;0;0;762.899169921875;1180.0458984375;67.2274627685547;30.7910766601562;5.03009080886841;0;0;0;0;0;0;NA;0;0;0;0;NA;NA;NA;NA;NA
NA;0;0;18.1298046112061;0;0;0;NA;0;0;0;0;0;0;0;112.55485534668;170.609100341797;39.9746360778809;0;0;6.9626579284668;0;0;0;0;0;0;NA;0;0;0;NA;NA;NA;NA;NA
NA;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;12.0828809738159;86.7922973632812;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;0;0;0;0;0;NA;0;0;0;0;0;0;0;119.452896118164;92.8007049560547;97.0024871826172;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA
NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;457.75048828125;23.7530117034912;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA
NA;NA;0;0;0;0;0;0;NA;0;0;0;0;0;0;109.673782348633;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA
NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;7.00749492645264;0;0;0;0;0;0;0;0;1427.27282714844;3364.78076171875;0;0;0;0;NA;NA;NA;NA;NA;NA
NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2532.96899414062;4851.150390625;6320.84765625;1867.14624023438;0;0;NA;NA;NA;NA;NA;NA;NA;NA
