NA;NA;NA;NA;NA;NA;NA;NA
NA;0;0;0;0;587.872924804688;0;NA
NA;0;0;0;0;2006.16076660156;0;NA
NA;0;0;0;40044.1953125;51869.9140625;1180.74243164062;NA
NA;0;0;4676.892578125;32627.654296875;109957.1796875;6946.1376953125;NA
NA;0;466.731170654297;0;16927.17578125;130956.328125;3757.81787109375;NA
NA;1269.22692871094;0;8513.634765625;76627.3125;212436.859375;87549.8203125;NA
NA;0;16068.537109375;13114.666015625;31239.765625;92625.9375;84150.6484375;NA
NA;0;0;0;0;0;9560.0107421875;NA
NA;0;0;0;0;0;0;NA
NA;NA;NA;NA;NA;NA;NA;NA
