NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;0;0;3983.98486328125;0;0;0;173.578369140625;0;0;829.482116699219;0;1145.43151855469;0;0;NA
NA;9909.8466796875;4434.06884765625;0;0;9695.3125;17680.5703125;928.865173339844;2770.56274414062;0;0;0;0;0;0;NA
NA;0;0;0;7444.0830078125;53068.4609375;33012.1640625;12065.7275390625;6115.76220703125;0;685.200622558594;0;0;7554.85546875;0;NA
NA;0;0;0;15280.5927734375;126843.453125;95109.6640625;56405.0859375;19595.935546875;1987.98828125;1204.71533203125;0;0;0;0;NA
NA;0;0;41904.78515625;20359.318359375;14406.1796875;9050.421875;28733.708984375;5245.38330078125;0;9824.6689453125;2991.27758789062;0;235.064437866211;0;NA
NA;1152.43298339844;6496.0615234375;0;154.815383911133;4912.2275390625;0;920.223388671875;8625.4658203125;285.588165283203;0;0;0;6143.95849609375;0;NA
NA;0;3406.11499023438;1269.17517089844;0;0;59.0605239868164;0;1623.19665527344;18122.908203125;4526.28564453125;549.756469726562;10438.349609375;0;899.197387695312;NA
NA;0;0;0;0;248.961044311523;623.128112792969;460.002105712891;894.210815429688;1380.21362304688;11980.7412109375;0;1321.5625;0;31020.0078125;NA
NA;0;0;1398.62219238281;0;3252.41650390625;0;0;0;560.391479492188;556.041625976562;0;0;0;0;NA
NA;0;0;0;0;0;4272.44189453125;0;5220.32080078125;0;92.7419281005859;159.739486694336;279.076904296875;0;621.309448242188;NA
NA;0;1644.50512695312;292.710083007812;0;0;0;0;0;0;713.786315917969;468.835083007812;183.485733032227;0;0;NA
NA;0;891.696472167969;197.522155761719;1084.12707519531;0;0;0;0;0;0;370.634948730469;0;0;848.895263671875;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
