NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;0;0;0;0;0;0;0;0;NA
NA;0;337.362487792969;33.363883972168;443.750152587891;725.34814453125;921.495727539062;0;0;NA
NA;0;891.299499511719;1079.43347167969;2172.31860351562;16371.015625;5705.6728515625;14351.59375;454.478515625;NA
NA;0;0;3437.96704101562;61574.3359375;108250.0625;39927.74609375;21398.005859375;251.518005371094;NA
NA;1521.64807128906;0;0;5479.1123046875;120655.8125;99609.8046875;6113.234375;0;NA
NA;0;0;3741.44360351562;51528.0234375;85361.7109375;45212.98828125;7499.05078125;0;NA
NA;0;0;0;16527.87890625;35810.80078125;100159.609375;25942.99609375;0;NA
NA;0;0;0;0;1253.35900878906;6287.11328125;15553.6484375;1220.392578125;NA
NA;0;0;0;0;0;0;0;1840.439453125;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
