NA;NA;NA;NA;NA;NA;NA;NA
NA;0;5570.1220703125;92473.9765625;131932.28125;13726.44140625;0;NA
NA;266.467102050781;19389.66796875;50869.98828125;77595.046875;459.209716796875;774.476806640625;NA
NA;0;27054.04296875;10435.6826171875;1766.40380859375;37996.6484375;27565.75;NA
NA;0;0;469.870178222656;16621.107421875;75064.25;0;NA
NA;0;127.594802856445;0;4356.791015625;0;0;NA
NA;0;0;0;452.556518554688;0;0;NA
NA;0;0;6.59923267364502;0;0;0;NA
NA;0;41.7803153991699;0;0;0;0;NA
NA;0;0;0;0;1003.50561523438;0;NA
NA;0;0;0;0;176.229904174805;0;NA
NA;0;0;277.145233154297;155.785995483398;318.06787109375;10065.3515625;NA
NA;NA;NA;NA;NA;NA;NA;NA
