NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;0;0;0;6596.41015625;31649.4375;7924.50244140625;0;445.874176025391;NA
NA;0;0;0;72046.71875;19666.62890625;0;0;0;NA
NA;0;0;4085.39599609375;34151.9765625;3071.51831054688;0;140.716384887695;0;NA
NA;2049.2431640625;0;9038.7861328125;9984.279296875;0;0;218.582458496094;0;NA
NA;0;0;0;167.542541503906;0;0;5037.3828125;1301.65539550781;NA
NA;0;1474.85681152344;497.490051269531;0;0;0;2054.07836914062;0;NA
NA;0;190.425033569336;280.240295410156;0;0;0;0;0;NA
NA;0;108.301452636719;0;0;0;0;0;0;NA
NA;0;0;0;0;0;2927.75952148438;0;0;NA
NA;0;0;0;0;0;45.6109504699707;103.605308532715;13211.6748046875;NA
NA;0;0;24274.111328125;0;8905.251953125;19996.978515625;0;0;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
