NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;3.92554593086243;59.9202079772949;0;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;NA;NA;NA;0;11.4155769348145;0;30.6811943054199;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;5.9976634979248;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0.297952741384506;0;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;116.694198608398;0;0;0;0;81.7326202392578;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;25.8446350097656;152.84228515625;171.997024536133;1237.74829101562;437.838928222656;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;0;117.217208862305;1345.24621582031;2573.09301757812;0;128.464447021484;164.783386230469;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;0;69.9481887817383;362.102783203125;4774.86376953125;2413.67724609375;37.2763557434082;0;0;0;22.9945201873779;0;0;0;0;0;0;0.0777566432952881;10.3625059127808;0;26.4343128204346;0;0;0;0;0;0;0;8.01906108856201;NA
