NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;0;0;0;0;1805.095703125;1371.93957519531;6259.80029296875;5108.47998046875;NA
NA;0;0;0;0;99.4054183959961;0;108.512641906738;861.521423339844;NA
NA;0;0;0;0;0;0;0;0;NA
NA;0;0;0;0;0;0;0;0;NA
NA;0;0;0;0;0;0;0;0;NA
NA;0;0;0;0;0;0;0;0;NA
NA;0;0;0;0;0;0;0;0;NA
NA;0;0;0;2330.76489257812;531.832214355469;0;0;0;NA
NA;0;0;127.154327392578;9139.7109375;24379.001953125;6.10880470275879;0;0;NA
NA;0;0;70.5993270874023;3994.572265625;30551.669921875;5692.0673828125;0;0;NA
NA;0;0;118.488883972168;3641.28735351562;11626.4599609375;17523.244140625;0;0;NA
NA;0;0;1285.95153808594;7727.0517578125;12109.486328125;20127.689453125;1843.57788085938;0;NA
NA;0;0;6173.74951171875;16382.455078125;17634.46484375;21029.126953125;12894.529296875;0;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
