NA;NA;NA;NA;NA;NA;NA;NA
NA;0;0;0;0;0;0;NA
NA;0;0;0;0;0;0;NA
NA;0;0;0;0;0;0;NA
NA;0;0;0;2205.8681640625;2598.88110351562;647.708374023438;NA
NA;0;367.248107910156;6088.154296875;19107.896484375;490.036437988281;0;NA
NA;636.351196289062;102460.671875;78528.859375;13685.490234375;0;0;NA
NA;3285.984375;115815.203125;149818.75;68318.796875;1788.32299804688;1078.58508300781;NA
NA;0;28431.65234375;38745.45703125;5953.1640625;144.446502685547;457.950256347656;NA
NA;0;16818.53515625;10535.658203125;1537.4306640625;0;0;NA
NA;NA;NA;NA;NA;NA;NA;NA
