NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;0;0;0;0;0;0;103.509689331055;0;0;NA
NA;0;0;0;0;0;0;1226.07299804688;0;0;NA
NA;154.148422241211;0;19.4477043151855;931.065185546875;257.998321533203;1981.41064453125;653.418823242188;0;0;NA
NA;0;0;0;1321.02844238281;16875.25;3364.42358398438;0;0;0;NA
NA;0;0;0;6751.65625;12746.123046875;0;0;0;0;NA
NA;0;1205.26049804688;958.56494140625;26658.955078125;30570.732421875;12078.6865234375;0;0;0;NA
NA;0;2388.90576171875;87.9791870117188;13950.6552734375;37447.73046875;39195.65625;14585.04296875;3209.05517578125;24.2501106262207;NA
NA;0;0;8612.2431640625;25759.70703125;39267.25390625;31676.322265625;14434.9130859375;316.171020507812;0;NA
NA;0;399.058898925781;3240.16821289062;22647.763671875;26226.74609375;18936.681640625;282.766845703125;0;0;NA
NA;0;611.147583007812;0;0;20126.9765625;9281.783203125;0;0;0;NA
NA;0;0;0;0;49.4106712341309;2325.41796875;0;0;0;NA
NA;0;0;0;0;0;532.5185546875;94.2152328491211;0;0;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
