NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;0;0;0;0;0;0;0;0;0;0;62.7569236755371;875.145263671875;NA
NA;0;0;0;0;0;0;0;500.372253417969;0;0;1686.26440429688;49.80810546875;NA
NA;410.962890625;0;0;0;0;0;1711.78137207031;6301.0693359375;5037.53955078125;1174.91284179688;11301.693359375;500.439300537109;NA
NA;0;9516.53515625;406.613128662109;0;4525.71484375;5520.8056640625;0;547.236450195312;917.918823242188;12440.8701171875;306.170593261719;668.26220703125;NA
NA;0;0;0;13.2975559234619;11287.779296875;131341.390625;14349.2431640625;5003.38916015625;0;0;1297.99169921875;2540.87548828125;NA
NA;10408.0859375;5842.978515625;0;0;5357.9072265625;109296.8828125;146554.328125;48248.27734375;162.222640991211;42.4885635375977;224.100372314453;1048.2978515625;NA
NA;7315.3349609375;2030.4755859375;0;85.9077072143555;0;0;428.327545166016;3819.56396484375;4004.6904296875;2730.50244140625;572.689636230469;151.974868774414;NA
NA;3904.3876953125;0;0;0;0;0;0;0;0;4382.1484375;3418.91845703125;17.6477870941162;NA
NA;0;0;0;0;0;0;1761.12817382812;0;2464.564453125;2760.6962890625;9000.681640625;847.738647460938;NA
NA;0;0;0;0;5974.119140625;4704.9892578125;4105.212890625;0;1330.49365234375;95.5361938476562;4886.5634765625;175.972793579102;NA
NA;0;0;1641.75500488281;3579.0654296875;782.429077148438;0;15.4536762237549;282.871154785156;7476.40185546875;0;1582.94653320312;0;NA
NA;0;0;9794.76171875;1289.83679199219;0;0;0;643.981628417969;236.345397949219;881.225402832031;222.819793701172;0;NA
NA;0;0;0;644.668823242188;0;0;0;0;0;5707.6748046875;0;0;NA
NA;0;0;0;1238.92163085938;2.30973219871521;0;0;31.4502296447754;28.7874851226807;4571.5908203125;0;0;NA
NA;0;0;0;0;0;0;0;18.5372123718262;0;911.038024902344;0;30.1214866638184;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
