evolution$generation,beta,alpha,growthRate,population,diffusionSteps,width,hwRatio,moran,distance,entropy,slope,evolution$samples
50000,0.0030075832338974638,1.8325201964347784,1088.5098879075797,100000.0,1.0000034786818688,77.64896343863029,2.0,5.953803241949354E-4,0.4190933766471009,0.20781702691250573,-2.634224268083429,1
50000,0.2061613702164661,5.0,9074.785540056419,29452.823838150645,1.0,67.34864023651011,0.8227880286742566,0.003621736903688094,0.9073441350153735,0.6891351635352395,-0.6956104085240975,1
50000,0.0037526713598601664,2.848807234238102,10000.0,75289.44857600631,1.0,83.32476959600675,1.8109333761530517,-4.356725920141518E-5,0.9132855824364554,0.4710583960841418,-1.8811325893505821,1
50000,6.130987919493068E-4,2.996488630706766,10000.0,58023.98737591213,1.0000742058399494,77.77617926443108,1.7131487503764977,-8.469267719700742E-5,0.7406391110460661,0.5097476390111861,-2.3771870460985993,1
50000,0.005154254474905533,4.786395413585539,9122.138115610654,20664.63867894106,4.746321862951801,99.69862680209098,1.9836010240951132,4.161586701286796E-5,0.8326539529910995,0.6078887234167638,-1.8701973396513876,1
50000,0.02813829255755287,4.958378454099647,1000.0,23068.633916821647,4.601198402205703,69.26552808194621,2.0,0.010606713169764727,0.20973109777383658,0.3839065088066002,-1.1077415409650855,2
50000,0.036678699875422244,2.730385018116885,8634.67813814474,82066.71518660158,4.786432388420716,50.0,0.8987603606624657,0.005026940075696029,0.920510266292899,0.6048025233976708,-0.6723735920567719,1
50000,0.05142245695313487,1.5680368524261112,1000.0,10000.0,1.0064299130926642,95.2121076268844,1.5614448964149164,0.00127482626019531,1.0031619869657704,0.7226276183051329,-2.4521573768325338,2
50000,0.00697298398084705,4.411361591811766,10000.0,65866.6778609395,1.835219948958768,66.48787613075918,1.0241921458165466,-7.839692671588696E-5,0.534845045958844,0.4015375514728934,-1.1275267265721742,1
50000,0.0,0.01,9864.634010316611,70096.75345771525,5.0,61.051851038239,1.576886002964132,-2.1806932533719223E-4,0.9604954028420857,0.9728243881076285,-0.21505256522110955,1
50000,0.24309575509278686,4.71914883243478,5257.194179167223,100000.0,1.0000985842643109,91.52577108378541,1.9993977888737666,0.01752742776248901,0.16543959114995327,0.44228859368067547,-0.6986472912521006,1
50000,1.0735215529069993E-4,4.421620590603,5402.20561428127,46783.72288722741,1.13649350061599,99.27904026837754,1.3998045955458402,-5.377059665764148E-5,0.42231067116676907,0.24352747941102945,-3.607976856841116,1
50000,3.7839997916751635E-4,2.299158098579668,4241.255639269409,14901.00322473326,2.2956442780695903,78.26982512269129,1.0062414627466412,-3.435669294328766E-4,0.9149765481874468,0.7551237023693641,-2.8504793905984975,1
50000,2.3801465352625518E-4,5.0,1971.8983380049365,81423.07462099481,5.0,93.72333458890427,1.2606519615317908,7.626062393407787E-5,0.1586036604972012,0.09051279216001257,-2.612403808254541,1
50000,0.35726929594132495,4.551314191906206,1177.815261158874,60435.59311509196,3.81635443891627,100.0,0.7418913834886445,0.15183349580022937,0.23365375140611547,0.6975262136657386,-1.680599032983871,1
50000,0.0012886599884206085,3.863772304929671,4718.30163575693,10000.0,4.340345979505058,65.10339408902713,1.6365563034744084,-1.7324549927400225E-4,0.7903381115913761,0.6428282839446273,-2.166321145725238,1
50000,0.5,2.4494477234287757,2572.9848937813604,58797.592942935,5.0,52.70823801218434,1.923168260791662,0.17631261271447335,0.6766329689242166,0.9058174243849154,-1.0943757279936248,1
50000,9.77322057368012E-4,4.8672431827175195,9905.418376476026,73054.58195305683,1.1591743767972806,82.22368865664288,1.1457816294288996,-9.399006571995682E-5,0.45389814433426035,0.30263695175283634,-1.8072381101279562,1
50000,0.0,4.389545389011737,9066.838413463698,99396.26107144463,1.0,87.94617926021854,1.5469052492172024,-1.227004362441256E-4,0.7080304302090371,0.2976590616804177,-0.8487814633296159,1
50000,0.04334134922788503,2.0506421166060074,2970.365660206502,10000.0,1.0789542052344614,81.64112828016371,1.9810481588103173,2.4323824600755445E-4,0.9875048360599143,0.7903887657761406,-1.9563920210273438,1
50000,1.306065916075266E-4,5.0,4543.805241573609,33138.703922256806,2.480958467515113,70.59335269795875,1.8723519895126777,-1.0691681373571404E-4,0.6925960947030817,0.31165433689929245,-3.1266137567366306,1
50000,0.019553874883865306,1.9063715073403436,8490.769086488493,64189.43511752145,1.0954012326089089,76.98843996898103,1.8495317176241663,1.3633622987745816E-4,0.8624506800813174,0.6436096243449346,-1.4297484115269607,1
50000,0.2482588668882814,4.6557833169084475,5753.377455100254,14712.76328635617,1.87479809141408,95.80685198992802,0.5531897329541459,0.0026856511954489143,0.9976738851131577,0.8161040334619853,-0.81428108584633,2
50000,1.631992323094805E-4,2.689639922855602,6264.427179719791,81871.25274251317,1.9515747074209004,80.51124682892964,2.0,-8.706188424310415E-5,0.5672443936956485,0.282375947356858,-3.1684952028859303,1
50000,0.015990038765790127,5.0,1550.242277062588,10000.0,2.5162190515941507,94.23632315620942,1.4153118624007899,3.641052441670509E-4,0.6810242101668786,0.4027531997637044,-2.2730116673538396,1
50000,0.0,1.9129377794437532,5220.549931446166,52932.669872298946,1.386008072537123,82.41181232266082,0.830235452656513,-2.9648137325492737E-4,0.9514273654292976,0.6390020574651767,-1.2401883750403204,1
50000,0.48511763322558954,2.4075281906175747,1052.418622505191,10000.0,1.158927888540527,91.7162391702241,1.966560893257308,0.018771622103308697,0.5628262611745016,0.6567922332887526,-1.0185728360444812,1
50000,0.03304109993594115,5.0,9822.912936269797,58269.859615323716,1.0,75.26547440889495,1.9436510898983004,3.8512574101700703E-4,0.5534450544454824,0.40303391757090434,-1.1582906700148654,2
50000,0.03872575619334535,5.0,1000.0,34414.44429001451,1.0265240306238448,98.41084001700428,1.9181610683088555,0.0034924581302156134,0.1674375774593163,0.26813669009010105,-1.8189288406667319,1
50000,0.5,2.1195403624542233,3043.960430546162,96570.82979475807,2.908454725791527,61.060924862670085,0.9958304252187908,0.17707613261144012,0.5185553534377575,0.7975568049135748,-1.2064867736776406,2
50000,0.06856230125247317,1.7593433063822221,5592.846351037732,59663.99940318436,4.218350058363576,72.60435041519601,1.6544499991498482,0.007056690560559497,0.8841171703622484,0.8778381804860835,-0.7742730678155831,1
50000,0.4595570146756842,1.806445126075339,1490.8850605566613,44157.45774743016,4.1769058237715075,58.42714052418325,1.9999999880128008,0.18188833407510577,0.8970774456251067,0.9286250265300534,-0.862445016660318,1
50000,0.5,2.526315562535981,7183.462962936637,62144.29830990351,4.999515092973148,51.62474316314706,1.9519693434887637,0.11895305438847503,0.8907528154599974,0.8801018256507631,-0.8563780883691117,1
50000,7.247325727315488E-4,4.957134847759415,6873.107335461189,74332.78580673476,4.582687161732973,86.33931746567458,1.6379956817813424,-2.5928378975101683E-5,0.3906418596575899,0.2272648300219035,-2.003748224602494,2
50000,0.4707552331571541,4.025267341187216,1369.2632032647725,26006.38484764487,3.406260966722376,74.92043061396573,0.5102390805391785,0.16926772880134833,0.3554373435530063,0.7520366407618136,-1.455176216547023,3
50000,5.733605020639961E-4,4.278313599255639,6090.244794242883,83869.19125280072,3.1356307560637884,100.0,0.5046693934096064,-3.6283271945562645E-5,0.3141761770755384,0.17999668003947575,-1.6016906261216493,1
50000,0.0,3.9758790277729466,6231.6485821394,21331.152652157612,1.0103854636375218,79.94785125612863,0.5401006065976134,-4.115742350700459E-4,0.8653005767502585,0.6387149924181386,-0.983272792070558,3
50000,0.058057526294899804,4.56992649488149,2226.2538754905527,51080.01642483189,1.3541158471611157,71.05696645729506,0.5,0.009140168704559807,0.18145529815657352,0.34363263459465776,-0.9154512296326356,2
50000,0.43761958763450326,2.55280451494586,2101.146890824948,10000.0,1.128386402334714,97.52578701738389,2.0,0.00498258145986449,1.0282315927882042,0.8015612206228377,-1.0961488908185095,1
50000,0.05584539304757247,4.00217170838142,2020.2983216531788,77816.23770600327,1.1800402820696823,50.0,1.6370149422487472,0.012443582261649608,0.1787155763492353,0.36967132693388455,-1.0073163067505577,1
50000,0.0011097401200466572,2.7513921851503693,1274.1503104859873,88156.98929129074,2.0841535041677757,79.57434394641949,1.6096949509607017,4.0896928543861374E-4,0.12864461883383127,0.09642471810045941,-2.4060307398284624,1
50000,0.01710116422783714,4.999893039724069,10000.0,100000.0,1.8827694180610268,85.72080582157668,1.561113494951877,3.6476531558270246E-4,0.2705195417769405,0.25391790009914367,-1.1794360489585287,1
50000,0.5,2.089788309078983,2274.3033943302244,53165.26838701628,4.882857818390181,50.0,1.639731322577233,0.20703259726150078,0.6126655059492213,0.881723635756372,-1.1519567836126838,3
50000,8.631150707669425E-4,3.242728597735373,7824.746525639418,80769.47091642917,2.4191494237623994,99.900069527337,0.5,-1.0985471883701817E-4,0.5927670860815628,0.304691323585429,-1.4959381658536643,2
50000,0.003418042920459807,3.673130732864298,9372.158214680989,74802.1831506899,2.9778753168601027,66.49629616654082,1.4810848274963448,-4.394942331553107E-5,0.5020428636298266,0.3538472953949508,-1.3069578640900203,1
50000,0.04567018228141592,4.289092345421791,1000.0,10000.0,1.0,100.0,1.9164930208822313,0.0010702874703484649,0.4039783632093982,0.2720148253949077,-2.698825774591226,1
50000,5.594452601925481E-4,4.758191115960121,1777.6520412799807,10361.67914268447,2.7436109949812852,65.60418758763787,1.7625108502439466,-1.7826011771692837E-4,0.7127400547762864,0.3533922099893674,-3.3164218292979264,1
50000,8.583014221146076E-4,3.404840450076178,7879.736871530806,35047.9397262539,2.6456382759590396,82.23230217357519,2.0,-3.8275470952104045E-5,0.9763734136943722,0.5310029439033621,-2.5049460966089994,1
50000,0.027810270690104433,4.255617359192416,2923.9585669482553,12564.317426660888,1.0,100.0,1.96261958377143,1.1917020770590613E-4,0.815932151813559,0.49852494548814597,-2.296752420247866,1
50000,0.02254212647382591,4.8035259534856065,1439.4662257645502,26073.009056863484,2.679844106385131,72.14788968482799,2.0,0.002490487846940372,0.5685056803311246,0.29787116845644435,-1.418729006155427,1
50000,0.5,4.051887542333928,1000.0,100000.0,4.876073415307168,63.36366590991813,1.1395239419533776,0.2901706183045508,0.45349315861952333,0.86888866485888,-2.0369035027648565,1
50000,0.0051326750697418535,3.638067522565063,7133.579499040605,43839.6246155611,1.0252719926638072,63.06063490696267,1.5328750380222496,-9.74049784203108E-5,0.508785794024927,0.41134996491164805,-1.5751946807055894,1
50000,0.003571323427025435,3.98155286056187,8242.017334615746,100000.0,1.0189900128355915,72.22317312001621,1.4612577159682585,-4.387925047714241E-5,0.27413828817797675,0.2308980382902191,-1.5021620203196047,1
50000,4.55206518453548E-4,3.628835287260655,7188.404347167487,29489.87554619378,1.2278820420324603,72.29467779217943,1.964034682146406,-7.186112945580496E-5,0.9067336912017648,0.531604160440391,-2.8348639044722015,1
50000,2.082167269077303E-4,4.462138631642706,5856.07037866259,93993.83599196275,3.572522707446837,82.0951974164424,0.5,-3.012162833655742E-4,0.20766716616849393,0.15052017392372202,-1.4598885045236143,1
50000,0.35949359804499836,5.0,3798.8835225348307,62126.620811862456,5.0,50.0,1.1327984106594697,0.1702460012384771,0.40805105268365083,0.7378808136035454,-1.2617609252699071,1
50000,2.003904477004538E-4,3.4182965649546606,1000.0,97060.3896309573,1.4002295714015665,87.24281770459574,1.811331993117398,-3.740724798549998E-5,0.04454680202842435,0.036758352386757606,-4.6163785710035885,3
50000,0.0077293356502608716,3.500115633490923,10000.0,77794.63007074408,1.5182150612718814,56.604516285867845,1.5059326872701533,2.608286878284351E-5,0.7573836304930548,0.41276140417229024,-1.1565174258966726,1
50000,0.0042121843672914125,4.464359812933781,1965.922019995095,74672.71744242006,2.594096786416329,63.78901588563014,0.6491982952217052,0.0015695114251887492,0.12550909484460873,0.16141751596083992,-1.185488826412043,1
50000,0.4293564914636921,3.1408842457852466,5509.55105116165,91797.20998845743,1.0,90.25012461681646,0.859421704029694,0.040712020035501374,0.3785858790848927,0.6096041561105343,-0.9335486087080564,1
50000,0.0022973303747790517,4.944027728846832,6948.550754067494,99356.37104399926,1.1010127301422568,83.76356584022378,1.9192622046852819,1.1453053312669565E-5,0.3545220903469751,0.17583642736501137,-2.031416719742469,1
50000,0.0,5.0,1243.3986567157892,10000.0,1.0,96.40611261042508,2.0,-6.190175498021749E-5,0.33075591130082516,0.19642632609974142,-0.5957903571534187,1
50000,0.0,0.01,4705.989241333988,83696.26277050308,3.260861640833103,86.62397323812255,1.9604752754971984,-1.3726131816827822E-4,1.0073631145866422,0.8635488773638482,-0.1915367760834713,4
50000,2.953645902252164E-5,5.0,6042.02105786723,25454.83450153983,1.0,51.30147303595764,1.921221640860047,-1.341888153007351E-4,0.6364564566262663,0.4249236096453297,-2.901268947166423,1
50000,6.425394230095135E-5,1.207408705164333,9860.718692946339,62787.734052956876,1.0665558683070717,88.72195851995352,1.3675678807474505,1.0117449080773803E-4,0.947337876397895,0.9031865563565157,-3.1601375016261377,1
50000,0.45624534143446066,2.271322883182365,5438.190843710123,78985.24203914561,4.483613184177514,80.4804244333948,0.5,0.16613290660939248,0.9220893422283238,0.8864734551283873,-0.9234233288356122,2
