evolution$generation,growthRate,gravity,populationHierarchy,nCenters,totalPopulation,width,hwRatio,moran,distance,entropy,slope,evolution$samples
10000,0.7700420853102012,0.8735169899287111,0.0,19.32194199624283,6334.542181258153,71.61054017365679,0.5295038060578279,-8.611479971059142E-4,0.9983879404509655,0.992391160160698,-0.23516008268482017,2
10000,0.5054680938433597,1.9305547449059648,2.0,1.0258363725726605,4206.25464998597,60.00287234378376,0.5,0.16863000497862413,0.587420886701963,0.8396573504110567,-0.8696810389793901,2
10000,0.7340428235454797,1.9359977192880986,1.4262709370932156,4.574536839393652,10000.0,50.0,0.588148206138126,0.1956593889981568,0.8878486846126268,0.907014736081756,-0.8606433769319515,1
10000,0.9697611687770489,1.8254182676418707,0.5967243214225864,1.0,1000.0,99.84106142039693,0.9448995843705302,0.0366394851376158,0.6782962947667189,0.704519948520867,-0.15143664764181206,1
10000,0.5473996356731285,2.0,0.0,20.0,1000.0,55.17698257061218,0.5051927752482365,-0.0016888885387561208,1.016218498916864,0.9153826225261141,-0.05129593743401739,1
10000,0.5000864065357293,1.8108199187660396,1.9997915433659703,1.1138243055260795,3720.578482182863,85.8441905082726,1.987615567093516,0.086861656857272,0.6048489955077359,0.7338413072347332,-0.5931922011334548,1
10000,0.7159268342011305,1.9999999999999998,1.2016740959822718,1.0,7059.5944108545345,98.86023049333545,1.2555821088571477,0.15817459416339458,0.7061021077627455,0.8533267394152174,-0.5230328054318496,1
10000,0.5439305026348209,1.9881609566341338,1.9934259014745697,2.7798117435696916,8652.166860428191,50.0,0.5119672312146387,0.23521760520462798,0.6068975182757531,0.8355531931781195,-1.1193568540820338,2
10000,1.0,1.981901703452677,2.0,1.1202836504977078,8905.610695296586,100.0,1.7602862825902634,0.058278288527511164,0.4090459057560313,0.649713102616166,-0.8489033132551167,1
10000,0.7625861242773244,1.8123786393883603,1.8986154863550821,15.210305116891984,6836.186395851975,50.0,0.5,0.13664009177419245,1.0666956489010744,0.9762816757318786,-0.5241269697819964,2
10000,0.745917850328881,2.0,0.08771580201699351,3.08048634724711,1014.6892499872894,69.82669427052411,0.9258954161768448,0.06786482641197346,0.927975140238295,0.7530275731898685,-0.28362534729087446,1
10000,0.5705937275984025,1.9725449772818697,1.9754509934480153,1.0754488204117145,9529.83237055715,50.0,0.5344869373503416,0.17082899637222654,0.5049603299684915,0.7779258346640932,-1.227484012480634,1
10000,0.7064567394411571,2.0,1.9882055989830043,20.0,10000.0,55.09404980606241,0.822986980625322,0.1311925544770626,1.04274468499811,0.9443084456421235,-0.731184442910762,1
10000,0.512549009774417,1.989688122493002,1.9997743101920318,1.3539788600314453,9882.24790676565,50.0146976222317,0.5290877422742968,0.16155373870149212,0.4416759369423773,0.7404617111626515,-1.2912844007111395,1
10000,0.7196676832553713,2.0,1.999765438682966,12.80902831260004,8062.221734800233,50.0,0.5466358343632891,0.17130664447170083,0.9111726199350298,0.8925100527570408,-0.9448168535539949,1
10000,0.7277707860097637,1.9983425671393875,1.3404253241493536,1.0,9174.236793876902,91.05825629477275,0.6794012287375375,0.22909743427890056,0.6887839639624153,0.9141648250632225,-0.6461309481661285,1
10000,0.9018863906632516,1.7503606262355054,0.022212279571432837,10.110620594729244,1187.8690620837724,82.05986907902516,0.5027438754092697,0.025631273369164067,1.0042108678497597,0.8047052750812295,-0.14069135393988472,1
10000,0.9612071286065081,1.5331659703963687,0.231849659120472,20.0,2410.7101701529473,99.93975318104333,0.5,0.009549232667132403,1.0673339256248913,0.7535874772870294,-0.012214280644692183,1
10000,0.5000346458399277,2.0,2.0,1.1371104321429484,4423.611439349904,100.0,0.5613040818328237,0.172596305823113,0.4844694797468323,0.7865392198462293,-0.7848717123136599,1
10000,0.8655743977146535,1.9213656154184786,1.9798709169223703,1.0,9950.473230923923,63.49953302562817,1.9848157810148417,0.19430032329658428,0.5381587739110021,0.8221916566962891,-0.8649854293640677,3
10000,0.7729068681038553,1.9397982079278129,0.34087599488104475,1.0,5850.516991873498,99.4751592105492,1.997164596770159,0.11176957199406898,0.7746468793889917,0.8170529230307828,-0.29381403984359616,1
10000,0.9725388825079878,0.6920919794097067,0.28546079021686377,20.0,10000.0,55.165356114390356,0.5,0.019110560841484294,1.0107601130145076,0.9990149939893859,-0.08286610282244086,1
10000,0.6478549412986931,1.9454987146795468,0.0,20.0,9834.368084317304,100.0,1.8527946834457585,2.411633232855706E-5,0.8302868833161579,0.30489281389921724,0.0,3
10000,0.5876956241608247,1.962289609657556,2.0,1.482072597629383,4755.75155715373,91.33769296696045,0.5,0.10498212640077087,0.3680259863118774,0.6510054054871134,-1.0548536373095203,1
10000,1.0,1.7467422072599428,0.11747261682115268,1.0557436514864476,1138.1310808924409,91.76263067533134,1.099173823000786,0.06989390114673756,0.6940804382381353,0.6973958611574678,-0.188868447088532,1
10000,0.8851701511737475,1.127543800800628,0.5120214340283339,3.20766968431964,10000.0,100.0,1.7809622783509649,0.05347970632840577,0.9282293220570902,0.8879196345838462,-0.10298840731124202,1
10000,0.8785806557442792,1.8024409252178093,1.1357307928149054,1.0,1000.0,85.45364942368766,1.6991530882376455,0.03256353117070319,0.6654354398548789,0.6546438907283345,-0.15278535256398074,2
10000,0.8585981582932317,1.6905908937880214,1.3314504191116667,5.312059203781316,6657.810668948972,81.0499564053739,1.5675376907304228,0.05350927623340056,0.9167838410271137,0.9058252108952535,-0.28185500784741396,1
10000,0.5629036271781565,2.0,1.5446064892522862,5.007711421720354,9665.289751673903,50.0,0.5509521306283763,0.28955997984876486,0.8504559317756267,0.9263808764228773,-0.9047584093838735,1
10000,0.5,1.9998793714620389,1.9995681740938693,4.135032040234854,9612.689286737983,52.477743192768386,0.5,0.20320498900633496,0.8279923405456721,0.906098228195543,-0.9764166168544894,1
10000,0.5189790913314102,2.0,1.8434367180409055,2.5146861751528187,3556.4746081613057,97.60299446785132,1.1680877134086627,0.06543105909420878,0.9181743717312562,0.8173677660351127,-0.41881236212956025,1
10000,0.5056381934015118,1.9997248306274173,1.9964756249462159,6.41185742339829,1476.1956666390636,51.46544912861256,0.5,0.15867768606220203,0.7952874055789723,0.8319446284840096,-0.7080281247054595,1
10000,0.663288395140956,2.0,2.0,3.3923753106635295,9885.995395521708,100.0,0.9539094298864932,0.06865456521006047,0.6129610432980928,0.7246849156448677,-0.7910901151581755,1
10000,0.745879590622611,1.6493774007075097,1.2446900365586915,11.492170972601713,10000.0,80.76105330686738,0.5269562311066143,0.0913635682188347,0.9789602155922446,0.9798569072267771,-0.42309825658173283,2
10000,0.8788238213020183,2.0,0.23908619893839178,20.0,1000.0,100.0,0.9775633175133596,0.011292468633010217,0.9449188908773248,0.7058001274184162,-0.10733240383626173,1
10000,0.7962766235782569,2.0,1.7936681334293443,2.0403672160753663,9702.304350493143,50.0,0.5,0.28050086735802937,0.5754155784412377,0.8365847637132884,-1.1569049771629834,2
10000,0.7244028263388385,1.9986686283529407,1.857580847972016,11.455684291480349,8125.8614095407065,51.51298471072091,0.5,0.17338295079125993,0.9227817953274327,0.9249397568033337,-0.8114809441279298,4
10000,0.7309498077914198,2.0,0.5115490412078844,1.0,1000.0,67.94168106747156,0.8495819295993616,0.09385214752680786,0.6464527293695485,0.7570636793681286,-0.343201753831464,1
10000,0.5,1.9906705041363986,1.8210202175155492,4.2109222987435215,9655.018200370512,50.0,0.8317846656188305,0.12076810288788833,1.019291067652791,0.8699566954438237,-0.9431013076356705,1
10000,0.5773609012045078,2.0,1.8244504640749597,3.0941548580333285,1095.813617870882,99.91536658126446,0.9268273298952372,0.05231976583982319,0.7573874405465675,0.7182172844047534,-0.3419027547296272,1
10000,0.9424006269802123,1.9784731742496728,2.0,1.4927712719298747,10000.0,69.95208306143164,1.849010669710892,0.04290823194094314,0.3291769307358335,0.5651848163153208,-0.9344394436395431,1
10000,0.7664577359428209,1.9780484507231253,1.3490125218802764,2.2276190142209478,9312.689259463823,89.43360749517342,0.8184919348146048,0.16340165341059354,0.8127705050383893,0.9163861157187523,-0.5801255128974087,1
10000,0.9989886365942631,2.0,2.0,12.663677586637444,8282.174380535687,50.354105812572534,0.5,0.17126782231259774,0.9807793146621768,0.9585171905775953,-0.6958433439762691,1
10000,0.5078853133529735,2.0,1.996200880665119,1.0,4660.263545845386,54.82886762891748,0.5001849193193557,0.1697614255524747,0.499942434311588,0.7563382292737935,-1.1076211041941095,2
10000,0.9990310165252618,1.9755945698548594,0.14905616917092235,1.0,7726.830516085249,95.8661148646558,1.167223951026119,0.1305287304518144,0.7317362000351477,0.9054284116913112,-0.38137655324023745,1
10000,0.7503730701753105,1.9986745921154236,0.8763908079505565,2.9261124877205997,1000.0,99.3199948514926,0.5104295877421764,0.07437862821665883,0.8421126114774076,0.7309045431919713,-0.2652650999271681,1
10000,0.7966042817067216,1.8230493393306921,1.441160289040032,2.3969749839372403,8989.650169201635,65.15387606771627,0.5260558402764521,0.2126705732602117,0.8184214307695248,0.9611518965819608,-0.6466277252116875,1
10000,0.5,1.9723703864902673,1.5970865382691457,8.784526089001847,7326.776473432331,89.16405943851014,1.0112895048909971,0.0967576413725966,0.9344841525737521,0.889863987191659,-0.54465836423776,2
10000,0.6184109182496207,1.9807962276599493,2.0,18.87460098904361,9968.329687511561,100.0,0.7997921589352786,0.08796925478957489,0.9705875171618656,0.9172762621164506,-0.5687002093315642,1
10000,0.5096615681473567,1.963432270523452,1.9734894366266915,1.0,1220.3501955917782,82.36283588344556,1.8565851732948524,0.10116983085336034,0.478208776322885,0.6848617592569729,-0.451289397552497,1
10000,0.5844766288730218,1.9987502131245707,1.152745259385292,1.0,1000.0,53.34161498945393,0.7108436510105665,0.14274437384128616,0.7126441808210642,0.8215494177390907,-0.4514246940574261,1
10000,0.7315895851649588,1.8938432805666696,1.7177978847865327,11.82571920509286,8972.8978426274,54.772252379893516,0.7481059211103468,0.24007116817111046,0.782810268145905,0.913150146802069,-0.8732013038677297,1
10000,1.0,0.06717755887619645,0.18519502604517227,4.181194844348942,7144.342332164382,100.0,1.0537198694595458,-1.7602007999983422E-4,1.0557928728887866,0.14972187244883323,0.0,1
10000,0.9901074697776772,1.9874967301449584,1.8789542363821103,1.3590623963197812,1053.9465898199455,67.8974187780216,1.899682915019827,0.07349793575414323,0.5561780208563879,0.680373723661507,-0.5068200550252727,1
10000,0.6340664272239458,2.0,2.0,1.0,9007.89659182008,58.02396264336183,0.5483532223395661,0.19933009100874388,0.5222986148281754,0.841298899189083,-1.071890938764905,1
10000,0.5067626879033966,1.6572301323541054,2.0,1.0,2400.971556253501,100.0,0.753819075918966,0.0716562057155282,0.9052217231051773,0.8162981254672015,-0.36960501732022294,1
10000,0.9467638214532993,1.9999999999999998,1.408547605291523,2.869519942768884,5312.328190496572,73.45698239010211,2.0,0.11273095561607505,1.1707615358629047,0.8479879332873159,-0.4784833112517639,1
10000,0.9831851356266162,1.9380778215179641,0.5983033558472186,2.9486368679602535,4575.501189044593,99.83778335947538,2.0,0.05200216732012384,0.7736068329732328,0.7798445077414997,-0.21812553013433783,1
10000,0.8749234113696209,1.7161212873702487,1.4750421084101673,3.314710735011451,6874.143630985052,83.92524895040253,2.0,0.10921349974288146,0.8275278524811909,0.8645499121779601,-0.3410300600175759,2
10000,0.8046123421799485,1.991115643830015,2.0,10.240030766172305,9536.611539736463,81.23129350076302,0.5,0.19810719865809034,1.0378304008296357,0.9087700922997425,-0.8276730977230596,1
10000,0.7357073392125694,2.0,1.3368230046670522,1.0,8996.820499965124,100.0,1.2607378094129746,0.14870626020525535,0.7625868115315053,0.8700932521021607,-0.546698665292819,1
10000,0.5,2.0,1.9832579592417439,1.7798156346834735,5236.957787595508,100.0,1.8327290595380705,0.05702840622749095,0.37929772953072216,0.6446492296470537,-0.7688656313217314,1
10000,0.8192630811356385,2.0,1.1214512389254012,1.0,1000.0,92.01544929260939,1.3794846392820304,0.051928435524229405,0.5748810462099869,0.6817722750932387,-0.2023861214267635,1
10000,0.7169839197394764,1.9258793903393412,1.4890411114662756,9.790055788047955,8390.849296532837,91.46933214031866,0.898707477284682,0.04201393299211659,0.9581562150194276,0.9287453386902386,-0.4340524083934626,2
10000,0.5786380304232999,1.9978125366684463,1.9879705112040424,1.0,4749.683870876595,91.71322919139459,0.7185097898622194,0.09529264495749652,0.4969954269916267,0.7310329616200372,-0.7991299313584292,1
10000,0.517909022637445,2.0,1.6387335695994554,1.1655729733863984,4914.626364954069,52.59081632951891,0.5075121598861143,0.30074543709766177,0.7225558314999967,0.9091581863770786,-0.8275010371525279,1
10000,0.8062535400194963,1.979777208587294,1.4305190090914095,5.466646959906792,3942.076788356627,73.16282725359359,0.5329815648727304,0.23231511775549465,0.8723851452130279,0.9061438793945004,-0.588648071563976,1
10000,1.0,1.6085553387610267,1.156063525487598,4.193332704418706,4554.247440448766,98.10696797249726,2.0,0.0312641364419901,0.7417573519321732,0.7554359939259015,-0.0873425932339857,1
10000,0.7036439782709782,1.964167045469455,1.1416619341663454,2.0228795782222164,8214.770204865705,50.0,0.5,0.17869551505387052,0.907442516860514,0.9809232385185241,-0.478558185778366,1
10000,0.6524739362511148,2.0,2.0,11.93059673369702,9642.529069664935,100.0,1.3148060830467254,0.08232402734615846,0.8947234357980995,0.8679407710281223,-0.5668859414640618,3
10000,1.0,1.9862182014592116,0.07417670351607797,8.988725754718125,1000.0,100.0,1.5611323115952898,0.013752615719616772,0.9858305891657108,0.6751574282428089,-0.1024146719932058,1
10000,0.8619675878357944,1.1844510973656006,1.4855665145323493,19.27190415062689,8527.52293897621,56.453821614668655,0.909122559810475,0.0313982964568344,0.9181717025078758,0.9892713947575562,-0.32290094169756656,3
10000,1.0,0.4188604184522723,0.9974059891825626,1.4656897006748895,1000.0,55.238372857484435,0.5252861470649863,0.01258889389894073,0.9569660677676646,0.8489215964815605,0.0,2
10000,0.9025647408022957,1.9920466951968359,1.75225173441388,4.208681102844247,10000.0,50.0,0.5,0.20684701994636076,0.6903560979114408,0.8577735412144035,-1.0707593573709095,1
10000,0.5180002871295262,2.0,2.0,1.2612844429875962,4675.327574550252,50.77368963304416,0.5,0.19080353763517688,0.5672950740040238,0.8122598932933389,-1.0403385624092316,2
10000,0.9065719067376081,1.9999999999999998,1.3740180121515249,1.0,9032.585163480402,93.51698333537968,0.9019879870163583,0.16768720682707397,0.5294213656124009,0.7774540511061963,-0.912829391811712,1
10000,0.6667023950168933,2.0,1.6160981571878703,1.1125477636712662,1000.0,87.58616729273604,0.5000413606412015,0.13318618003851437,0.7473665049160141,0.7564376955437545,-0.44433014174944063,1
10000,0.583809418777519,1.9998775618322528,1.938120184215414,7.894126472358759,9990.922984268249,50.00484514594657,1.2358400217931498,0.1403850396592602,0.6460344806012205,0.8478337852313251,-0.906889012086672,1
10000,0.5140164770404764,1.9997565814650744,1.9704873449998912,7.965645731886056,10000.0,51.81482814954576,0.6395044208922415,0.16615685544879516,0.8111280066393978,0.9018835326085132,-0.8765797513447411,2
10000,0.5,2.0,1.8542271396261605,10.454766479533852,1000.0,98.66012527407966,0.8166286937373975,0.015832828130378344,0.9454708413894103,0.7289839645754127,-0.15825786817016613,1
10000,0.9947429765776012,1.3588519444564167,0.6227123225612028,9.517358547661791,3586.92804098307,80.29996507214227,0.5963851165502202,0.01456791676627265,0.9462717029260869,0.9216434754127658,-0.18229325541180175,3
10000,1.0,2.0,2.0,1.0,6592.2869367291805,93.09887045782384,1.6653687968211301,0.10815886679874082,0.4471839997588588,0.7548071521663728,-0.6991953187369929,1
10000,1.0,1.870437042043314,1.148967048096097,18.52585661838542,7339.952221438766,86.93543666861638,0.5,0.08047042433557015,1.025190274972989,0.9573374031516888,-0.4678621747885242,4
10000,0.9567522728602219,1.7070613659422342,1.2023443014570194,1.0,1582.3688367556215,96.34804111919918,1.6329129195385155,0.0363073954198331,0.7427179050682303,0.7270047709680014,-0.1302741808248684,1
10000,0.5468416464446406,1.8798040814094028,1.8564209889010608,12.105806959496164,9230.238995673633,51.370618596323,0.5,0.15401159243851456,1.1452848096672457,0.9386172712887496,-0.7872230973945736,3
10000,0.9537613277660414,0.49959964114084937,0.33433503003211273,2.795979878829927,10000.0,74.3633826833413,1.956248584783864,0.005474088039538034,1.0236785466848988,0.8474688540814405,0.0,3
10000,0.8467950291221299,1.3470633709908444,1.3984413043574695,20.0,9532.64002370745,50.0,0.5,0.06376295376403568,1.0040709290960534,0.9961184487867498,-0.20102550884704098,2
10000,0.5,1.990397333161699,1.9520208647310011,8.265869191597224,9988.37715153582,50.0,1.0814131146137274,0.1414972624763591,0.6937468027010822,0.823404610801862,-0.9305487664203358,1
10000,0.8708378785413402,1.9941035201001018,0.38199175442917854,11.934075334062216,8711.725247689528,53.68059465749543,0.5014401346392329,0.0876974613651943,1.028762645835093,0.9932173251115936,-0.27372595560811797,1
10000,0.6917834437705809,2.0,1.9673488926932392,10.98578112101493,8288.677083874129,65.99332035233849,0.5,0.11203176072647916,1.0995580309379387,0.8521146217724214,-0.9011539009157592,2
10000,0.5291304153280417,1.9999414326119005,2.0,6.243638575060863,10000.0,50.027967111318056,0.5001020186049097,0.212528940056749,0.8514770356047754,0.8551723594619396,-1.097131135211634,1
10000,0.6094894516718659,2.0,1.9997890121523039,20.0,10000.0,97.39055247932161,0.7452494384462659,0.09756111072552555,0.8726040847820155,0.871466782474814,-0.6623149518343415,1
10000,0.8098735456296186,0.8872866285923251,0.059401188741230626,20.0,6235.33466249734,71.18546646738871,0.5,0.002572607095623898,1.0145110977728498,0.9859718687301007,-0.2933128759189329,1
10000,0.9502451687110839,0.0,0.5712982812781883,2.959538536642071,6794.015858676751,63.08147587395335,0.5,-0.0013383985793843157,1.0131612679255404,0.9986406420450791,-0.0627789563916183,2
10000,0.5,1.8655620085930606,0.9753168285286713,1.2312611420855177,1000.0,50.0,0.6491368480606388,0.15807719167356296,0.8196747040086425,0.8378796566216755,-0.4448177647629274,1
10000,1.0,0.19385255997274786,1.2555804040289096,6.860744061129428,5813.98668581241,85.29343529620272,1.2253492302926392,-4.531147034736663E-5,0.5363923339397015,0.1971774135676935,0.0,1
10000,0.9961107158069249,0.14598295836760117,0.6246505390223627,3.878169817870049,5361.705657968236,100.0,1.2901458827184156,-6.696135317232008E-5,0.5205675137864354,0.11607124241181642,0.0,2
10000,0.5,1.9872492169567046,1.9978913496973958,13.5231782288849,9787.974464241626,57.93497322184176,0.7277080834191048,0.18099809801305458,0.7851241659642313,0.9510373682246188,-0.7154253960605881,3
10000,0.6616962983127846,2.0,1.9992194407247774,2.5965203890201956,7872.135769778495,57.76936964904783,0.5526301532519322,0.2032387712570881,0.7092743900617289,0.8498647089620484,-1.0078591432694126,2
10000,0.7119565779236816,1.9913108345047617,1.9993865444045735,7.921521693816155,9771.177302955686,67.3920827742931,0.5097585731849354,0.11387183914881711,0.7697317393476193,0.779589488815722,-0.9548855570740589,1
10000,1.0,1.9974953629554622,1.264368430422249,2.0868982798677487,5559.944234507732,79.79929740998774,1.4998888038827887,0.08323526386920078,1.0486573174404783,0.861811661633537,-0.46187584270322757,1
10000,1.0,2.0,2.0,1.7503215317534613,9470.343995421841,100.0,1.7126621394268207,0.09745854749787537,0.4867150707560055,0.7906647256739558,-0.646938284934114,1
10000,0.8154768952362069,1.8941077741072903,0.30660076188994045,1.0,4435.2881786742855,100.0,1.915853099540666,0.10458283582779915,0.732956974993065,0.7857879892477588,-0.2900829033207259,3
10000,0.5154738716641144,2.0,1.7083838566034524,2.201048925253505,4130.944544811219,83.94615957696317,1.0916604765292688,0.07647988796402301,0.7171846134149777,0.8655420672222379,-0.4305467123671773,1
10000,0.8679700938874595,0.9693758454877075,1.8801965955410151,20.0,1224.3224770274114,78.02269068466217,0.5,0.012449200099226303,1.011511970583757,0.8805661268599435,-0.02772127278503429,1
10000,0.5,2.0,1.9997964840452012,18.868085114751604,10000.0,50.0,0.7345620012960308,0.20222512387169617,0.7565355702786589,0.9251942211787912,-0.8083196409968318,2
10000,0.7341939263036716,1.9987278476259804,0.1606020292216127,2.9262082428026206,1000.0,56.59960673538553,0.8443044221681182,0.11077187006588429,0.6836214900413128,0.8104231599334155,-0.2921015240937286,1
10000,0.6009040557671472,1.9999999999999998,1.7176289990064069,1.2497638625087217,1750.3325093045078,55.7768920151873,0.5249237789692232,0.15277946463139724,0.7433478650153749,0.8881139554362452,-0.5516435421600422,2
10000,0.5,1.999328367700045,0.8705569910117193,1.338165228483135,7618.784520925284,80.73037479749232,0.5,0.13933362541268293,0.9248544039700458,0.9566519366868161,-0.5794428914556349,1
10000,0.716614841569839,1.8630600532163009,1.163667800614037,9.554385779945802,4462.057664566444,97.98895269312712,0.5,0.06893185770939628,0.9253081657588902,0.9233282890699848,-0.3997113710590272,2
10000,0.9816169995483129,0.18208335214365595,1.1580451724917717,8.648661736004543,5093.414081636634,85.18516311709374,1.2457213878927924,4.137794229511696E-5,0.7909027011709734,0.22835722704445566,0.0,1
10000,0.6804342027298309,1.516588393197605,1.8839328544921268,11.563660869644286,10000.0,51.139391370034495,0.5424212578918991,0.16754234560418305,1.0102093590275254,0.9865116342230016,-0.4091633521617761,1
10000,0.5230663273699668,1.9655247496882955,2.0,2.2227227694403844,3425.055835133828,99.58278749434461,0.5,0.10597957600493145,0.9059966710259086,0.8491427651603514,-0.550428319526253,3
10000,0.908946071318766,1.189213086784034,0.4601538408999648,3.5991744387735536,9999.999999999998,99.27254353425619,1.7768046586953836,0.007540949531315256,0.9759248442961915,0.8810406776873645,-0.0776083232705293,1
10000,0.516942492027958,1.1021551833395677,1.6060443380150904,1.0,1984.7412445810992,97.87015894849071,1.7998630446478834,0.007625698072526005,0.6931286650795868,0.531148914580694,0.0,1
10000,0.5072729896797876,1.9953321153668815,2.0,3.168783035216015,7497.494039663046,53.573109809036964,0.6637735186545595,0.13316397703308835,0.5471543405797822,0.7640783196232426,-1.0676664478034137,1
10000,0.5067709323348845,2.0,2.0,4.257918932395153,10000.0,50.0,0.5036657345939272,0.2339961784982879,0.6994389333521281,0.9010873591661224,-1.0029727704342382,1
10000,0.5,2.0,1.7607156920818852,14.975695335292308,9873.38334169036,62.5763500097567,0.5291430528467204,0.17916879112323764,0.8126747613234596,0.8791670581076437,-0.9050650933904794,1
10000,0.5314138449680607,1.9994028059594102,1.9999370169129511,2.0870667270265404,4101.450953178775,98.56503334082613,0.8626399421874584,0.08196923368969969,0.8446857056612372,0.8350330173749017,-0.5047745412165704,1
10000,0.7948049339564376,2.0,0.6013711316144152,1.0,1053.6489774947233,52.28783608778675,0.5899623927442879,0.12138892854218658,0.8037603920533845,0.8507869364855857,-0.4063150777222777,1
10000,1.0,1.2907535632316915,1.6266518765256701,6.116294961751748,2675.109315793713,85.91885409434897,1.668675681213971,0.005913584010693039,0.9995454411204312,0.6726459183205801,-0.012939232962215377,1
10000,0.9853171954785789,1.9942325025017429,1.9656329718997696,1.0,9595.632012321192,60.83258046518101,0.5668279023325637,0.08809233097185011,0.3920608565718955,0.6329931463867425,-1.1439967417114467,1
10000,0.5,1.9996823547198692,2.0,5.5469889932729295,2353.1636164863776,99.03290441914632,1.8966766014878462,0.0568397149671928,0.8148755223105549,0.7507445888317605,-0.3148153475619371,1
10000,0.6155017777461328,2.0,1.973042608634622,19.91220702722866,8243.81778336556,54.402163616541856,0.6661942555229565,0.09821954420352007,0.9848381667676505,0.965359372081513,-0.6105934725627135,1
10000,1.0,1.7925576394553677,2.0,7.212656621368147,10000.0,99.85201232500071,0.5,0.17966117489669445,0.9922021352355996,0.933143320517174,-0.6492998190203209,2
10000,1.0,1.476193408568391,1.5402698859616528,13.202325759674514,10000.0,56.76726454766167,0.5169107704647882,0.24151679851212937,0.9638390659834598,0.9892952851469059,-0.3465373099640945,1
10000,0.5094550005600645,1.7734328835440336,2.0,1.0,3148.6617692657455,100.0,0.7831934598203677,0.059408752376805096,0.7372720961309635,0.8502848082024909,-0.3153494666953042,1
10000,0.9932997266092614,1.9990093972027119,1.8823401849704229,1.1949451099467923,9985.071613633441,91.46550424000364,0.8492616335522967,0.1479063191827297,0.4486106703907913,0.7750796067575962,-0.9383344337024148,4
