alpha,avgDistance,beta,entropy,moran,seed,slope,tsteps
2.0,0.9049930097535244,0.095,0.9976777561810309,0.029914740314501916,-9126082493214580613,-0.15874918549620795,5.0
2.0,0.9018296243879215,0.095,0.9972928463810192,0.03147466688358754,7632797428768286429,-0.1735251191432998,5.0
2.0,0.9033853853271427,0.095,0.9972805976489661,0.03246364238587601,-4910218486781241987,-0.17406584373555015,5.0
2.0,0.431279694174347,0.095,0.6746136085407911,0.057495969394061534,-7636978394134710681,-0.9078761981620244,50.0
2.0,0.3888640307328478,0.095,0.620280160480185,0.07058846201617862,8886591504832651297,-0.9372243382483337,50.0
2.0,0.904791319550914,0.095,0.9972977175595475,0.0264924925706945,-4126295725411327033,-0.1735798459514916,5.0
2.0,0.4222067755734878,0.095,0.6764418183164257,0.05487991262913678,-7768509732776746680,-1.034867862708761,50.0
2.0,0.28054321611617006,0.09,0.670495607886795,0.13226818777772673,2451166003938339302,-1.5484081432819057,100.0
2.0,0.2711867060337499,0.09,0.6608012742554296,0.1431264521756363,-18531709749214226,-1.5209015554494745,100.0
2.0,0.4325023981679484,0.09,0.7248430483233284,0.12562243767650544,-7573301272264596758,-1.624730052301082,100.0
2.0,0.39257088503454396,0.09,0.5994612807223506,0.0695470850907133,-6446208382682952336,-0.9287637683422656,50.0
2.0,0.3434821528675091,0.09,0.6004929470202637,0.0671844336955699,2321073431040941892,-0.952539187262765,50.0
2.0,0.4137614799199681,0.09,0.6290487384353846,0.06385340481647354,3158990292753527759,-0.9751988809397001,50.0
2.0,0.5060402420420121,0.09,0.6495819091643754,0.055906671624917664,-1986885078315104872,-0.9094648284579301,50.0
2.0,0.305936620898655,0.08499999999999999,0.6515239199911725,0.1424808006259188,-6790884270342436703,-1.3669974905781324,100.0
2.0,0.9016746766154969,0.09,0.9972470893117802,0.0347254869185416,-185523643912977115,-0.17486145965621774,5.0
2.0,0.2948847030613142,0.08499999999999999,0.6285810191960384,0.15188023406989368,553964164704663540,-1.461726782900839,100.0
2.0,0.905757762228237,0.09,0.9970190219819226,0.023290792344710962,164282595801183363,-0.18256239605478408,5.0
2.0,0.9058434170684444,0.09,0.9972521076779899,0.029765540986041752,2529973577606541831,-0.1766987104630835,5.0
2.0,0.3250817198654415,0.09,0.6354984515981764,0.05695196542684428,2097613135565982173,-0.9861814055924853,50.0
2.0,0.9024719958253018,0.09,0.997210985175767,0.030764148889104906,-6065909781671440734,-0.17504047659644265,5.0
2.0,0.907986825673956,0.09,0.997557350354508,0.02379412223574093,-4791012596456598332,-0.16420880751922345,5.0
2.0,0.909919675300173,0.09,0.997549693696068,0.024131123690323723,-4678112851754782801,-0.16496733672475694,5.0
2.0,0.9071897765164756,0.09,0.9972448038077864,0.020171052838569053,-1813795763383685024,-0.1754205323347285,5.0
2.0,0.902163726915258,0.09,0.9972372671038096,0.036136840113746724,-6870469619074849072,-0.17392771165269846,5.0
2.0,0.3479480262308313,0.09,0.6176989339451627,0.0640328621885132,6901686591673697913,-0.9618480419869254,50.0
2.0,0.9045421300927253,0.09,0.9974148903517773,0.02327945324747066,916588350078660556,-0.1698122196690643,5.0
2.0,0.9070223448850688,0.09,0.9973813871295977,0.02684006663149955,-2060555655391397568,-0.17154632948305823,5.0
2.0,0.3558990575201379,0.09,0.6382837604889412,0.05825768751139808,-5652312034448930696,-0.975624904093125,50.0
2.0,0.4303536393824685,0.09,0.6305602860100409,0.061463721507960076,-2729181769127341984,-0.9772139212880948,50.0
2.0,0.3769280059666134,0.09,0.6086179160605522,0.07198997139597799,6091851248184863187,-0.9942065408964172,50.0
2.0,0.40155324284721094,0.08499999999999999,0.7038771194476042,0.12242133157298919,5421562201505536969,-1.48085536238145,100.0
2.0,0.3769357794231429,0.09,0.60578375587921,0.06594240661733318,7087908017174997785,-0.9431461634576763,50.0
2.0,0.27481646183010594,0.08,0.6518561650101922,0.12103081887862195,8942977310289271847,-1.5199652812637983,100.0
2.0,0.9149208368003786,0.060000000000000005,0.9972144717069886,0.007721372800800262,-8834633083767087514,-0.17943642642598154,5.0
2.0,0.23695466759750508,0.055,0.5602294004209644,0.0942023273050578,-190215054158742190,-1.2285043570448477,100.0
2.0,0.9105484206711559,0.060000000000000005,0.9971062814409628,0.015338428731176608,-1577948307850538222,-0.18278131700526087,5.0
2.0,0.2951982918800066,0.055,0.6123176302510785,0.08099270930233428,1859335331701355577,-1.3372892358182675,100.0
2.0,0.24340121499085038,0.08,0.641362743576662,0.12278995522463246,3116908848721414825,-1.5399580439483276,100.0
2.0,0.28190246433267707,0.08,0.6516293265285554,0.1211409628549443,-2989283771035241899,-1.565268127050831,100.0
2.0,0.29919529853400095,0.08,0.615772855249415,0.1417813151079832,7290345198460400369,-1.27385776539976,100.0
2.0,0.2646826338471293,0.08,0.653103878183893,0.12011311232334636,6539372653122880658,-1.4887816933522764,100.0
2.0,0.2486255496430546,0.08499999999999999,0.6503640578850562,0.12799219506040727,6906887098398027057,-1.5768338756268896,100.0
2.0,0.906461226101048,0.08499999999999999,0.9971226680303505,0.027833092937283577,-1560925984311714656,-0.17987513095413787,5.0
2.0,0.9066314892794224,0.08499999999999999,0.9974403919393511,0.022241100822539755,3997197492317174046,-0.1709754786268059,5.0
2.0,0.9049193903964164,0.08499999999999999,0.9973463838420071,0.024070950332505617,-2245296181169455607,-0.17262935365504933,5.0
2.0,0.9071940231288277,0.08499999999999999,0.9975759517567627,0.018949649747743852,-2117271936059226784,-0.16378095427363312,5.0
2.0,0.9057511996820482,0.08499999999999999,0.997499873761839,0.024061080791047792,-3089719783074527264,-0.16662567491679878,5.0
2.0,0.3141300395423233,0.08499999999999999,0.6669865502433634,0.13113525549087077,2718602203620705226,-1.468887807944249,100.0
2.0,0.904882890916127,0.08499999999999999,0.9972229907660486,0.023133604591792683,4601738146507847336,-0.17565408069746194,5.0
2.0,0.9044221225336032,0.08499999999999999,0.997311673454782,0.028871756567464223,-9095529459773097342,-0.1746630071842977,5.0
2.0,0.9045523406054515,0.08499999999999999,0.9973316263612071,0.02772735158252444,877469688718644188,-0.17310483172471183,5.0
2.0,0.3237416612333482,0.08499999999999999,0.6258197797736442,0.05342876301134898,3023645524545290058,-1.0680584003155906,50.0
2.0,0.904442048991819,0.08499999999999999,0.9974401729262399,0.02732648431340781,982919046112339946,-0.16861675287649955,5.0
2.0,0.9083711060784833,0.08499999999999999,0.9973031105310389,0.024107019276278268,-7990556987486162157,-0.1731017513288432,5.0
2.0,0.5684247923148924,0.08499999999999999,0.6717318205036636,0.04697663907594457,-142996161995315464,-1.0670808774323954,50.0
2.0,0.25517420829775594,0.08499999999999999,0.6522740206914299,0.13060977769066742,-5502443491467803402,-1.5460245851306589,100.0
2.0,0.2939891161725816,0.08499999999999999,0.6003697436763049,0.056365303808830064,5459047785895797465,-0.9816875375204649,50.0
2.0,0.39168249740852507,0.08499999999999999,0.6208834939573965,0.056009325600341234,5121866677453761650,-0.9700748957726051,50.0
2.0,0.44685407070445415,0.08499999999999999,0.6238592080279874,0.05940605688935343,5622973749867326926,-0.8859929097774281,50.0
2.0,0.4038781011663996,0.08499999999999999,0.6276520142102389,0.056150843809048605,2528925994718890947,-0.9472699680018768,50.0
2.0,0.36531183990647476,0.08499999999999999,0.6007978316984905,0.06381448204762855,533647928995072500,-0.9387721110714295,50.0
2.0,0.6436834840459763,0.08499999999999999,0.6928665434913303,0.04408714113129204,-7897854001291726540,-1.0380609375905507,50.0
2.0,0.33921971308258003,0.08499999999999999,0.6089506574522139,0.056734653939450985,-2244190522193159126,-1.0031384725343038,50.0
2.0,0.27781266925763365,0.08499999999999999,0.6402206414250181,0.14032689239089532,7749896679302724434,-1.4380502912221935,100.0
2.0,0.5445399678165304,0.08499999999999999,0.614461877637146,0.0599322530044517,4513752360159004289,-0.8988159494126425,50.0
2.0,0.3217055496963951,0.08499999999999999,0.6763305140249605,0.13272880128397616,1423754167553477959,-1.3861243197615136,100.0
2.0,0.2842201325409702,0.08499999999999999,0.6498206847097161,0.13889077421572057,-1875113484566615837,-1.4220278964744817,100.0
2.0,0.2878614034296739,0.08499999999999999,0.644820288952055,0.13893826676160312,3725394654230240390,-1.4450867971410566,100.0
2.0,0.9092757940660575,0.060000000000000005,0.997001015959047,0.01420740799679876,-8417996781104087056,-0.18595911079816552,5.0
2.0,0.9093410154014271,0.060000000000000005,0.9969596759680197,0.014271783970773909,-4025585838561435327,-0.18715057803480212,5.0
2.0,0.4622432295154558,0.060000000000000005,0.5839042184645863,0.03538446392557548,-5351229571874321741,-0.9048625414135754,50.0
2.0,0.39378533538462535,0.060000000000000005,0.5746722133426552,0.035561760029823135,-2273170901181644593,-0.8724345796346828,50.0
2.0,0.24014180074790847,0.08,0.6399733560743109,0.12098577415967572,476853748862424934,-1.5237346516037114,100.0
2.0,0.3948674879573571,0.060000000000000005,0.54694877821893,0.033108756572790526,-8654958754932321736,-0.9244360794431355,50.0
2.0,0.9112799093670719,0.060000000000000005,0.9969353278480647,0.012147533126978837,3696929292257436457,-0.18794685844144723,5.0
2.0,0.9103383783240695,0.060000000000000005,0.9972013944772797,0.014465203670866027,2693060791605286826,-0.17988960231545909,5.0
2.0,0.9078358348081986,0.060000000000000005,0.9969479743472579,0.020473219626456925,8444076939230729160,-0.18762036422405692,5.0
2.0,0.908431055438119,0.060000000000000005,0.9971866841390566,0.014514910562737205,5021226422260689439,-0.17982709966445978,5.0
2.0,0.9132005759906678,0.060000000000000005,0.9972185905822766,0.01141482311349181,-3981785757994705118,-0.17891357406477396,5.0
2.0,0.908103222391384,0.060000000000000005,0.9971331826176999,0.016753127001173495,2698509457702554082,-0.18320584509277424,5.0
2.0,0.28219026006192116,0.08,0.6278228721383843,0.13873215269382433,-3600990507259273541,-1.4253889368686627,100.0
2.0,0.5201281682796628,0.065,0.6422367908481543,0.037009654235070875,7176222877087965993,-1.0976714518964146,50.0
2.0,0.2803707568475887,0.065,0.5762534114266701,0.03685371212137559,-2874491304371970799,-0.992932730935656,50.0
2.0,0.33543127043091103,0.065,0.5857558132366929,0.03709284061489603,-1013640050595235048,-0.8861332287216663,50.0
2.0,0.5749987375564127,0.065,0.5949255521495472,0.03386697380793847,6825981587857752078,-0.8737344021681216,50.0
2.0,0.5227407085171706,0.065,0.6384634852578372,0.03280155594603018,-843268557695292082,-0.9898490740900667,50.0
2.0,0.2944819029054626,0.08,0.5925105933715796,0.051742695100434805,3891149387119573597,-1.0445064477562436,50.0
2.0,0.910415451543212,0.065,0.9973385743037844,0.013401297856354091,-8776567369925438043,-0.17368349269606748,5.0
2.0,0.9074374641488197,0.065,0.9973065213858325,0.018951517315954684,3920457253768219637,-0.17495918524453016,5.0
2.0,0.9116610284242628,0.065,0.9972237933369832,0.010969309956403328,8293639098616289879,-0.17717114775345244,5.0
2.0,0.9081033105513304,0.065,0.9972403204529092,0.019954795057352908,4964452101026402084,-0.17841677052187452,5.0
2.0,0.9087442992859637,0.065,0.997154754380617,0.018135792166330093,7838255391591686872,-0.1810008758997537,5.0
2.0,0.3715772136765118,0.08,0.5861228157017317,0.055053294932615286,-2358032851317069083,-0.9447453154016625,50.0
2.0,0.9112919861298441,0.065,0.9972995881327912,0.0141096774510537,-8136720450150238558,-0.17775927484211917,5.0
2.0,0.9081849696758076,0.065,0.9971416906198008,0.01670503034142485,4887960841183662358,-0.18084480077718906,5.0
2.0,0.9056577127801744,0.065,0.9973206701721989,0.022185686770812726,-2519719597334679680,-0.17432934229322267,5.0
2.0,0.9117048653495734,0.065,0.9973652707048494,0.009598100423196356,8037398114038543110,-0.1745240019386382,5.0
2.0,0.9105926935427721,0.065,0.9970948598553016,0.013442658969971924,-2295658388439450275,-0.182876677531949,5.0
2.0,0.24689384021088379,0.08,0.6403808234996601,0.124777363986477,-8131613463344800301,-1.5270112520702548,100.0
2.0,0.41173956997215955,0.060000000000000005,0.6220648354647124,0.09615821163125463,-3357996862415578905,-1.221028843907332,100.0
2.0,0.25221367905517644,0.060000000000000005,0.5911737786324265,0.10314449334502732,9083001696920279636,-1.3063169660976153,100.0
2.0,0.2609724273693225,0.060000000000000005,0.6089505383853691,0.0956546102232614,-2597341273548758797,-1.3336341696217602,100.0
2.0,0.28421524950291055,0.060000000000000005,0.6120097007629909,0.09428379055796228,-7046949337197670437,-1.3993457921593933,100.0
2.0,0.21594175271802893,0.060000000000000005,0.5942963796577693,0.09162085300903659,-3672767856869035994,-1.394279320133702,100.0
2.0,0.3780787993414516,0.060000000000000005,0.6039759721167424,0.10091753911931824,6897422027914025365,-1.2885085933428957,100.0
2.0,0.2230357268134158,0.060000000000000005,0.5988048676764959,0.09212210196279702,1282647932240127622,-1.3913701490742734,100.0
2.0,0.26428688485742935,0.08,0.6432137918973525,0.12843522856281692,-1530904091197354889,-1.4738693251168467,100.0
2.0,0.2929997948020567,0.060000000000000005,0.599156807950345,0.0989773121292669,2947587986612040372,-1.3210092083218599,100.0
2.0,0.23245596966885654,0.060000000000000005,0.5971623147924269,0.09557460767291029,-6697192722673465408,-1.340321057046742,100.0
2.0,0.3495390971712122,0.060000000000000005,0.5770194343656886,0.03387842613198194,-4419972711806902353,-0.9231495405778847,50.0
2.0,0.36597687297271364,0.060000000000000005,0.5750600594658558,0.03414216116267733,6965463906651920952,-0.938908941974129,50.0
2.0,0.32342256705379213,0.060000000000000005,0.62397361440435,0.11228450720246264,-8245460199382364495,-1.2912038588040609,100.0
2.0,0.3000406189900402,0.060000000000000005,0.5722863161780388,0.03324920774323166,2318558413849074239,-0.9549312710605551,50.0
2.0,0.3155476361030742,0.060000000000000005,0.5860552188043734,0.035468444482582455,2647047059974090265,-0.9383541725822324,50.0
2.0,0.3068921292668184,0.08,0.6520074561633953,0.1299222072357805,-4861120026258491187,-1.3894741742733159,100.0
2.0,0.30964715881828203,0.060000000000000005,0.5749640412390847,0.03168871894065811,-5677315112266639915,-0.8689201521843061,50.0
2.0,0.3462502832692791,0.060000000000000005,0.5548101282139736,0.03724307860998539,4647047532233587342,-0.8658326615597289,50.0
2.0,0.47996827129988273,0.060000000000000005,0.6141837965061656,0.031012778460061067,-5290362295578630542,-0.9864398132290418,50.0
2.0,0.3096245572599113,0.08,0.5652655074489532,0.060936034050611175,46334131981323884,-0.9486783589321582,50.0
2.0,0.3069968932210442,0.065,0.6090674363095083,0.11302555268084606,8334135830497800143,-1.2022735275002758,100.0
2.0,0.2827628405750507,0.065,0.6222856761921709,0.1071882980011652,-175760482618121874,-1.2511332674031101,100.0
2.0,0.2343488631904305,0.065,0.6097925867631981,0.10279525588558854,6387804121379031015,-1.3915646505812524,100.0
2.0,0.2770935717985799,0.065,0.6224740492924447,0.10546146835394293,2522253194668257250,-1.3094092396492356,100.0
2.0,0.4795013604576573,0.08,0.6013240166580475,0.05754529876736786,-6194891878815549372,-0.9434705467666359,50.0
2.0,0.2709134500870629,0.065,0.6004498717989278,0.11679899761317203,4522103794208456528,-1.2806607627158908,100.0
2.0,0.32559316041709274,0.08,0.6136462837942215,0.04841309464274742,7095327509435537195,-0.9194943656968569,50.0
2.0,0.2624156283636346,0.065,0.6066140460533478,0.1286697098294051,-1655242275867383669,-1.4513909075845457,100.0
2.0,0.2664958498276072,0.065,0.5514717141882209,0.03986970752315979,5001451989141453425,-0.9494495164711408,50.0
2.0,0.28988841272003346,0.065,0.5740772911495338,0.037070718413004404,-8585066540193041686,-0.9373090199995778,50.0
2.0,0.3566555180310666,0.065,0.5910176693038057,0.03531298022999472,-7871246250720147937,-0.9845636670005307,50.0
2.0,0.4368936294408343,0.065,0.5922557298230976,0.03821364863414824,5087414518142378931,-0.9764207382594151,50.0
2.0,0.4009813033230924,0.065,0.6066817882140773,0.03926086265176538,2166937033773939039,-0.9483746905788504,50.0
2.0,0.2653290019124033,0.065,0.5946893955948432,0.11658788674487942,8678096736891205936,-1.3213602771419644,100.0
2.0,0.2433356065978251,0.065,0.6135608550503934,0.1013073586082248,-5006190483257051980,-1.432953758562919,100.0
2.0,0.2902752587170936,0.065,0.6118234124619546,0.11334540232092317,1566414251725677917,-1.296213458832849,100.0
2.0,0.2292416459829969,0.065,0.6052126717340902,0.10227218010573007,6316959236922349823,-1.4432230194717692,100.0
2.0,0.4247332149999296,0.08,0.6145589059201185,0.053064049374255656,4066483839456862132,-0.8984465380754595,50.0
2.0,0.2500140498139139,0.06999999999999999,0.618370782112416,0.11460612003555763,-7854836392908180709,-1.4751566399950427,100.0
2.0,0.2601540006430767,0.06999999999999999,0.60786176340018,0.1206683130408985,-8489109004064835823,-1.3893188860603094,100.0
2.0,0.3245930106096627,0.06999999999999999,0.6284726204384349,0.11645032229917672,-1100642815793935378,-1.3023450083387578,100.0
2.0,0.9098128758616731,0.06999999999999999,0.9972872588290078,0.02106446177706318,1945215715591592214,-0.17564008340020193,5.0
2.0,0.24089468727620014,0.06999999999999999,0.6226363989370811,0.11057374111132033,-1214105072258704589,-1.4612056282028976,100.0
2.0,0.3097290010658591,0.06999999999999999,0.5834053584078216,0.041573273022864225,-4529414949094607139,-0.9215735071012136,50.0
2.0,0.33878990607676457,0.06999999999999999,0.5691734852833759,0.047589254912701315,-3538378600304727387,-0.8981166505616739,50.0
2.0,0.33839755728741217,0.08,0.6006146032377191,0.05315409281807757,6771561962571802049,-0.9426252555318224,50.0
2.0,0.3322290608793044,0.08,0.596273713988998,0.0547383845910556,2736130387158888286,-0.9410628452953441,50.0
2.0,0.40248256781778674,0.06999999999999999,0.602081457276554,0.043270007190311086,-4433133005677399834,-0.8846362455596227,50.0
2.0,0.3948665756570358,0.06999999999999999,0.5894379741151096,0.045413632815545904,8026303082305798139,-0.8582678087706683,50.0
2.0,0.3585026559702796,0.06999999999999999,0.5901191538359759,0.04127608566455958,4058964020218434818,-0.9591545580499508,50.0
2.0,0.37014583736415796,0.06999999999999999,0.567802364715298,0.045652584087577414,-2445637062441181026,-0.8653938974193849,50.0
2.0,0.6339546407352531,0.06999999999999999,0.6592965792529468,0.03503417255193026,5018221219288518705,-1.1287007231697441,50.0
2.0,0.3507663461340668,0.06999999999999999,0.5848110952679645,0.04320350093946021,1053506720288434463,-0.9432233382366823,50.0
2.0,0.911194996416684,0.06999999999999999,0.9975176847713083,0.012237100693619978,2063475187020491298,-0.16941899371826816,5.0
2.0,0.39265284859762084,0.08,0.6131194895614205,0.0491099524254594,5605003608105319909,-0.9875223489291247,50.0
2.0,0.3439821718815835,0.06999999999999999,0.6029742900091677,0.03927950063708747,-2400613223018440084,-0.8937186819457783,50.0
2.0,0.4347090615185552,0.06999999999999999,0.5958502437703227,0.04286473764593017,-4390883780078865893,-0.8606185327949135,50.0
2.0,0.9096454782888735,0.06999999999999999,0.9974664070289645,0.01819895399304546,6242288253327028553,-0.17005210632367335,5.0
2.0,0.9091025547194548,0.06999999999999999,0.9973578775632219,0.019383809808210722,8259973461027463528,-0.17316230746491915,5.0
2.0,0.9103325089642457,0.06999999999999999,0.9973015103304118,0.017289349688611517,-5662972725466749637,-0.17630372174848646,5.0
2.0,0.9088384896079152,0.06999999999999999,0.9973712883154299,0.018956677384503563,53142826097230018,-0.17398042957561183,5.0
2.0,0.687128850952981,0.08,0.6809770964545094,0.040929430116032665,4286667700060030937,-1.0053534688045018,50.0
2.0,0.9107847515090265,0.06999999999999999,0.9974177355702625,0.014854773644691168,2937359544860513221,-0.1716667866177803,5.0
2.0,0.9056449103358757,0.06999999999999999,0.9971731298511868,0.02682270432079604,-319058346804910299,-0.17950258298458632,5.0
2.0,0.9080679384581165,0.06999999999999999,0.9971621697519162,0.01638637286982796,-7484323013700721786,-0.1810454981273291,5.0
2.0,0.9078188839021839,0.06999999999999999,0.9973642179884302,0.021385826304109443,-1498625125926495811,-0.17410819359812296,5.0
2.0,0.2503445874052052,0.06999999999999999,0.626028322417856,0.11032841840973506,-3205820429899367504,-1.381834296908174,100.0
2.0,0.9018867558802991,0.08,0.9971317267376857,0.03338066587485474,5527525538138734609,-0.17989479751674747,5.0
2.0,0.23070842697901173,0.06999999999999999,0.62121008306618,0.10889631335702483,5253697451019215959,-1.5073033011385677,100.0
