evolution$generation,growthRate,gravity,populationHierarchy,nCenters,totalPopulation,width,hwRatio,moran,distance,entropy,slope
3000,0.7438132036564427,0.0,1.9450172570790514,1.0,8818.691808523437,50.0,1.8805321832124824,-2.380122265751724E-4,0.9940086956488237,0.9859405238486193,-0.21653367463925272
3000,0.5,1.9031012372142184,2.0,1.0,10000.0,100.0,0.5,0.18316053400495058,0.5671529473426806,0.833665344299536,-0.8772922647423378
3000,1.0,1.9976565902134737,2.0,11.369692955352669,9078.305467741304,50.11542446780206,0.5,0.19497459013226212,0.884439084585964,0.9040248844713957,-0.8635020097108681
3000,0.6898606070618647,1.9954682426746857,1.7395458383529725,1.0,10000.0,98.29780096790819,0.5720896588294945,0.1660906161799324,0.5374020175355535,0.8147021029534399,-0.8942483172602788
3000,0.9595735700501247,1.3445379078186512,1.1526800238092105,1.0,5251.329913362835,55.979619414651815,2.0,0.07619944997577327,0.9392152566897107,0.9129339891038499,-0.27812490734231227
3000,0.7934415893401521,2.0,2.0,6.076720865427168,1000.0,59.21633839618419,0.5,0.08113476365646205,0.9399125899667089,0.8463585575592262,-0.40165114557895415
3000,0.7881344343653061,2.0,2.0,1.0,10000.0,100.0,2.0,0.09538835509350407,0.4288847522210407,0.7392773553027517,-0.7475096841893238
3000,1.0,1.9576801378625015,1.2362029329556514,1.0,5533.399034278242,68.87024891194928,1.4569689602203701,0.15542150658834145,0.7385957113343241,0.8700020855418878,-0.5476759099263583
3000,0.8246886211282081,2.0,2.0,2.5582697356852506,10000.0,50.0,0.5,0.2032672278567849,0.6211180788751244,0.8266647100145932,-1.1297594224484862
3000,0.8734095772162416,2.0,2.0,7.022864738200327,1000.0,85.02631479091846,0.5,0.050516635908417665,0.949160052574337,0.790888715840654,-0.27539267624412384
3000,0.6202768595772679,1.997500967294441,2.0,1.0,10000.0,50.0,0.5,0.1996638132162438,0.512616077747296,0.7959741708934627,-1.207112639871626
3000,0.9514003164741538,0.09669001491070012,1.32943137983173,12.654316859328237,4402.474213701906,55.06452395663877,0.5,4.3174189294107706E-4,1.0128894773096473,0.9981760258127275,-0.0837590733747617
3000,0.8834798503782127,1.8857168614632414,0.6164862416538961,1.0,1358.6020786740423,84.4318415351184,1.7161587771894058,0.05297811699599014,0.6692658270371811,0.6982652879546204,-0.19741648214594065
3000,0.626122685244679,1.9365945167670646,0.6112955269424856,15.806684254913677,8003.981858207029,50.0,2.0,0.0525792821270702,0.9867664939470794,0.9539750374272135,-0.4348563647593627
3000,1.0,2.0,2.0,17.854242717147383,1000.0,54.950014993381686,1.5967725805311348,0.021265473775409945,0.9256806891837024,0.7445228774529185,-0.1119231252572094
3000,1.0,1.9425364270255985,1.728048003824327,1.7972828663816007,4722.289374877925,78.75278853949906,2.0,0.12105833136431972,0.6034706306222865,0.7855792321988514,-0.5715153733491438
3000,0.6995667544697843,0.4839509902656013,1.8951789606679448,5.505245990907416,3896.4685990956914,99.52088938967808,1.478147339207528,5.756743601435017E-4,0.7601486534792938,0.25683310684824623,-1.8233353355997587E-4
3000,1.0,1.8146728594485408,1.1712968775489043,1.0,2268.759480072763,57.11684703987022,0.5,0.19861708770231112,0.8346189881761751,0.9069013951534308,-0.5541826911328055
3000,0.7860509938074904,2.0,1.686497960073408,17.77473804552577,10000.0,56.36902893811217,0.5,0.1976178218222416,0.9536590347764835,0.9581817519172724,-0.6563823937770878
3000,1.0,1.9999999999999998,1.5699938487889855,3.378794540580808,1000.0,100.0,0.5844893421122791,0.05410992842818283,0.8256868853467165,0.7454323182619038,-0.25775935528947813
3000,0.6770696578909882,1.9622904353937043,0.9942030628600769,1.0,7020.0187065660675,50.0,0.7517187645501561,0.2134681053969852,0.8476638637000774,0.9586631616485306,-0.6279783236840403
3000,0.6808608924865929,2.0,1.8996077467875756,9.926773023022243,10000.0,87.99143046762907,1.697840404375615,0.07624279265975202,0.9187814254220416,0.8687181805986813,-0.530897400073337
3000,0.9934872652852489,1.429693692102444,2.0,1.1292385004559544,8122.667449971182,100.0,2.0,0.057465420156160324,0.9013695439456809,0.8610786138775249,-0.21597024409682303
3000,0.6504519413935779,2.0,1.9556220099282156,20.0,6923.3567793704615,50.656148960372704,1.8146111106153715,0.09719873854657748,0.9541024585929173,0.9199442600973221,-0.5775411147313478
3000,0.6232156588494951,1.9783339193730705,1.3909773657150113,1.049886206992018,5090.22787255104,92.35043982145636,1.3755782844856996,0.11422519308207482,0.7003574220997438,0.8330782322948732,-0.4700055723529477
