evolution$generation,correlationRange,centers,maxKernelRadiusRate,centersPopulationScaling,width,moran,distance,entropy,slope,evolution$samples
1000,1.864118469459116,1.0,0.01,1.501563113153928,97.69202388665634,-7.918955321698465E-5,2.1378567662346723E-13,2.368316278285662E-29,-68.93105313993777,1
1000,2.016978050517145,6.671816655550372,0.08563676995818933,2.5159866047493273,65.0126956665939,0.03647357607030171,0.5608032387471907,0.525051304518091,-1.0469570799531296,1
1000,2.077752939497024,7.227186131867342,0.07301033557169782,1.8752797062281183,62.63794966396845,0.04988322279960086,0.5238788215760218,0.5990557052107511,-0.9590029696397078,1
1000,1.091332933693805,8.136278120881538,0.11592190138384371,1.6282192697231814,64.64446672554807,0.07670138209271517,0.48712526263311745,0.6691969746842861,-0.7755292980228572,1
1000,1.46532235031092,4.553535326939117,0.40516615057470906,3.6049023875917254,51.552874660355904,0.11743006034128939,0.7186896353071565,0.8150934418460288,-0.4938630457124923,1
1000,2.0855094506661795,6.871384100161881,0.09710944658413445,2.0733996277501228,63.16967857440064,0.07750322830871302,0.438414327180308,0.6453239981998068,-0.8295440204745744,1
1000,0.7638235540879565,2.8036072294047534,0.38203703135046807,3.465544216482342,79.08503055797543,0.09979218565607285,0.7328387591869737,0.8578265766221383,-0.39320355454691386,1
1000,2.0312029141346293,7.168809866662138,0.0892513427785514,2.0446450201795145,62.59994089905507,0.052290104409193336,0.599855378899692,0.6070073928789494,-0.910884921162367,2
1000,2.003840929077722,7.171763798983207,0.08962890942038271,2.145274403678234,63.56429303518979,0.037691758757673055,0.5259253966434184,0.6122422644377346,-0.8754932028638162,1
1000,2.1741813468967144,8.187588958476994,0.031138268214304037,2.6124052592630864,61.436928047366656,0.013730881848256367,0.6412582005822353,0.4063761671963661,-1.4509295242188012,1
1000,0.9445889353829127,8.775442021263519,0.010462481093237132,2.4498229476054534,73.9690156003689,-3.924427503807583E-4,0.8727960680190501,0.24901559499399512,-8.867762733105407,1
1000,1.7973030219769093,9.660310447763688,0.01,3.694064446722158,62.96883575089717,2.735468910946371E-4,0.8237680046447255,0.27249560694136493,-12.774942409452041,1
1000,2.103814332941339,6.41297492841939,0.062313874942935735,2.429312216217934,66.09850292253262,0.043674971897293705,0.5727645280366325,0.5298135760908893,-1.0924850997255617,2
1000,2.111203713632037,3.9468459162475393,0.1030501716908913,1.7019663241563034,62.36062064395862,0.09484270232117627,0.35286289481672195,0.6446860430413507,-0.7977539486546623,1
1000,2.147286343797916,10.0,0.015905466540600557,3.1115802334661984,61.585661314087844,-2.0763540831185675E-4,0.7738941864376807,0.29401322160999055,-6.824870296221951,1
