evolution$generation,evolution$evaluated,beta,alpha,growthRate,population,diffusionSteps,width,hwRatio,objective$moran,objective$distance,objective$entropy,objective$slope,moran,entropy,slope,distance
2040,100292,8.105831873196275E-4,1.596002889793851,1000.0,80118.32368648791,3.4453295476255037,81.65207431138705,1.4191039114639272,3.96407238473388E-4,0.4147996726872039,0.23793544271125483,-2.644218487974239,3.96407238473388E-4,0.23793544271125483,-2.644218487974239,0.4147996726872039
2040,100292,0.5,1.683376602079201,1558.9437365861745,99980.72687827091,3.350049088497204,52.72485957488351,0.5,0.3004203958270755,0.7034855888503124,0.9500479121920261,-0.940710253485503,0.3004203958270755,0.9500479121920261,-0.940710253485503,0.7034855888503124
2040,100292,0.0,0.5052910438049438,9528.695229908086,64299.98515419329,1.0,50.0,0.5562682243593641,-6.525133508439807E-4,0.9905919348098325,0.9955178854686402,-0.2244239155932627,-6.525133508439807E-4,0.9955178854686402,-0.2244239155932627,0.9905919348098325
2040,100292,0.027374099621803132,1.9456613202939579,1085.0638624468,61795.82876870093,1.0,50.0,0.7498358960219762,0.011575033017349062,0.24771173126103085,0.384914691483232,-1.113738415932004,0.011575033017349062,0.384914691483232,-1.113738415932004,0.24771173126103085
2040,100292,1.6769199788152813E-5,0.2709297578100956,1000.0,10000.0,1.580312796790647,68.70701925120983,0.5,5.464669881998785E-4,1.0060700961842675,0.9079226738910303,-3.478788518466914,5.464669881998785E-4,0.9079226738910303,-3.478788518466914,1.0060700961842675
2040,100292,0.0332841178770502,2.193016801072607,7172.450411518704,44977.565980958425,1.974304905058101,89.84649050028028,1.8513945128595641,2.6678060077659697E-4,0.8784121742051693,0.6091403254293956,-1.4411696550251876,2.6678060077659697E-4,0.6091403254293956,-1.4411696550251876,0.8784121742051693
2040,100292,0.5,2.939350790474409,1505.7802697685086,100000.0,1.7364459572345696,53.03567184225287,1.800448069793306,0.15721251143594323,0.24268278718886943,0.692032913949011,-1.661456390438903,0.15721251143594323,0.692032913949011,-1.661456390438903,0.24268278718886943
2040,100292,0.001643680492497984,2.4853357222108126,2788.0557550529816,36259.463812527785,1.2072836141759673,62.878149721310336,0.6961874803032013,-2.9293959682833337E-4,0.4934437349248466,0.30839373358082167,-1.834201076392808,-2.9293959682833337E-4,0.30839373358082167,-1.834201076392808,0.4934437349248466
2040,100292,0.0029289736487058088,1.271472237329574,1491.1447366042971,91684.98429784503,2.2245518766002763,62.93743452731805,2.0,0.0012708294265180926,0.9983812942271466,0.7594158430351974,-1.964623635788767,0.0012708294265180926,0.7594158430351974,-1.964623635788767,0.9983812942271466
2040,100292,0.0,1.4799133330350274,1000.0,68857.16478226079,1.8879964954118522,70.486317026755,2.0,-1.0194158763015168E-4,0.7350782437159775,0.32884012338805246,-1.4232683376882935,-1.0194158763015168E-4,0.32884012338805246,-1.4232683376882935,0.7350782437159775
2040,100292,0.33500032698336324,2.2656817926412187,4431.482809853836,21757.734873547597,1.0795120635411557,77.06110495953399,1.859400514616036,0.004516472897737232,0.9600523767864858,0.8404144679693591,-0.8444726428857434,0.004516472897737232,0.8404144679693591,-0.8444726428857434,0.9600523767864858
2040,100292,0.0,1.4656211141987996,1000.0,16947.632526728663,2.058262258504642,71.63516282958416,2.0,-1.0175661947718243E-4,0.9979427880292985,0.6221417460723706,-1.2262522177942605,-1.0175661947718243E-4,0.6221417460723706,-1.2262522177942605,0.9979427880292985
2040,100292,0.07954776405612893,1.601932347292566,1004.7113520982973,33987.925402123816,2.0171791978997673,80.89215136255764,1.0030073399284514,0.03622245745482018,0.5695334298816269,0.6543459769270688,-1.0033332275799915,0.03622245745482018,0.6543459769270688,-1.0033332275799915,0.5695334298816269
2040,100292,0.07542955480636446,1.8404257766652603,1000.0,84353.54979448229,3.6562864280994356,50.0,0.5,0.20860741528980384,0.3568273393807865,0.7407523621523774,-1.6900888200421968,0.20860741528980384,0.7407523621523774,-1.6900888200421968,0.3568273393807865
2040,100292,0.07119659310469095,4.329695600408826,4283.67377807218,31919.6748646971,1.8051021100466995,96.01254939357976,1.3189432294163579,0.001249784113766332,0.5539568087104512,0.4137401366380919,-1.1505028709167033,0.001249784113766332,0.4137401366380919,-1.1505028709167033,0.5539568087104512
2040,100292,0.3181566379713211,4.983873549203187,8262.708697482183,88049.15944811433,5.0,50.0,0.5,0.171017218609549,0.5004491316619335,0.7889257628843029,-1.238082743386906,0.171017218609549,0.7889257628843029,-1.238082743386906,0.5004491316619335
2040,100292,0.13013162931323724,1.7315968891941613,3371.792508090824,43432.30239359352,4.328020767172637,81.40118755906562,1.9156972878665863,0.03087776642459588,0.8818656135009817,0.8511523606436713,-0.7918942147022241,0.03087776642459588,0.8511523606436713,-0.7918942147022241,0.8818656135009817
2040,100292,4.2183056391165245E-4,4.09821771146029,2595.7608655861904,30800.835897563324,1.2225149166779443,56.59635898612356,0.6715051851972274,-4.3184037936061146E-4,0.3819951822609917,0.23902188785549602,-2.0203773970838497,-4.3184037936061146E-4,0.23902188785549602,-2.0203773970838497,0.3819951822609917
2040,100292,0.4661887198676002,5.0,3676.015691539755,61957.404636329586,4.4447640669662425,75.30127376739878,0.5,0.17968089738798745,0.37772883220662434,0.7602712447957135,-1.4539374201188184,0.17968089738798745,0.7602712447957135,-1.4539374201188184,0.37772883220662434
2040,100292,0.0,2.6840769905227893,10000.0,68151.8015404355,5.0,50.0,0.5,-8.49995012724031E-4,0.8500742760191209,0.616667506957434,-0.9504470354479905,-8.49995012724031E-4,0.616667506957434,-0.9504470354479905,0.8500742760191209
2040,100292,0.06619950808611953,4.832726691024283,3010.798967163005,77523.69353856226,1.4599630678381044,100.0,1.112538955675491,0.005666390835671233,0.18583919236558055,0.3203945327653384,-0.9185082683077667,0.005666390835671233,0.3203945327653384,-0.9185082683077667,0.18583919236558055
2040,100292,0.08560528906487656,4.999999999999999,1092.769420513579,31458.879734908518,1.0,50.0,1.2737729504227873,0.016100868519542896,0.18369280640017646,0.3917624439364023,-1.0012914250258598,0.016100868519542896,0.3917624439364023,-1.0012914250258598,0.18369280640017646
2040,100292,5.268325750683052E-4,2.714828800505573,1000.0,64392.96998350931,2.133713965355126,96.49120164066606,0.5,5.4763112270543825E-5,0.13905893311819173,0.08957375760471913,-2.417531365677576,5.4763112270543825E-5,0.08957375760471913,-2.417531365677576,0.13905893311819173
