evolution$generation,beta,alpha,growthRate,population,diffusionSteps,width,hwRatio,moran,distance,entropy,slope
11872,0.3108236401736736,2.3255382387102554,1507.2205648492436,37670.56643035703,2.6923948620804947,51.69782045173471,0.657191708096674,0.15926094925546436,0.4005056728962951,0.7421009083574348,-1.294951181143437
11872,0.002368782987167209,2.8881610916688163,5734.932144244616,47454.68308766757,2.4010247347629576,60.98975046647856,1.7555791687877003,-3.6316461512707054E-5,0.6537114977725799,0.38704267226206623,-1.710271030038808
11872,0.0,0.01,10000.0,70933.1308066058,2.3417077315927823,55.527346938780404,1.7351265280425614,-1.6056713379595334E-4,0.9787617411870155,0.9778728400914873,-0.2085358778703364
11872,1.1404376242493877E-4,1.834883612326735,2576.142200480451,97575.1521125895,1.0,86.64720152468699,1.5112925114052482,-7.933569905285617E-5,0.411181589266896,0.20135635772475402,-3.6344046668203034
11872,0.04095282733530618,2.077456604669689,1003.8921207337625,50466.652228297586,1.4266001574032903,94.48832299508317,0.5221892990067535,0.011374222665981221,0.24304157943364774,0.3781797172871004,-1.103166213054272
11872,0.02136262190809255,2.3951871982657775,7287.846441386635,39101.93710663758,1.981602098378908,86.50139389430147,1.1160325532443895,1.133949259593474E-4,0.8561149480199002,0.6304572045674326,-1.4089540021556457
11872,0.005189802211919156,1.4146656021338933,3058.498086772858,41327.847884284936,2.7637959911178083,78.84468900420066,1.5938154318782822,3.103187834481445E-4,0.9589827957607671,0.7908233053490145,-1.9880045632208732
11872,0.013745962343153605,1.7505843839448723,1000.0,21115.454488262665,2.364577504913836,83.39907565215447,2.0,0.0010673919661304896,0.6800883118704608,0.4336307587741414,-2.279172614192428
11872,0.04437873157898491,2.043721645954683,1000.0,17655.367309850226,1.5965144438492853,72.23776511104515,0.5,0.0034914755980680954,0.5667909307249112,0.4471920335199491,-1.1911662644204164
11872,0.279218530843126,2.1430140743228994,1048.0502628393926,23437.263914702136,2.7634369840003723,50.75166187044989,0.5,0.16249100250796555,0.513567463090928,0.7678031459694564,-1.2278375332208138
11872,0.4506864794464275,2.061068876651169,4466.391379071114,35171.021979516314,2.1514035997599734,100.0,1.6238963000629236,0.036449000725950594,0.8655152286778777,0.8685887145480851,-0.7695721999370423
11872,0.2241995771501626,1.6126300692081792,1000.0,29557.99738174294,3.2025611237504643,75.24617501975524,0.5,0.1734266848246026,0.8561392004187377,0.9418142834672765,-0.854557946158961
11872,0.0,4.287594697272554,5219.1117372960325,17503.495362001322,2.834002005300628,61.202502480538534,0.5,-4.7726528932621164E-4,0.858167437539044,0.6090759482747262,-0.9644026008396839
11872,8.63463614319079E-4,2.363727103639497,4793.413450366204,100000.0,2.1490462062550284,88.04163328200107,1.0465967485583938,-3.0387959616490307E-5,0.3676124729959552,0.22324381615000938,-2.0193111741962007
11872,0.33418293633974056,2.4180753514584077,1290.2833482094934,39969.47209234843,2.747955646643545,50.0,0.6394372038946674,0.19346142590777063,0.38503840617614027,0.7586778240784896,-1.4941991493675935
11872,0.029633129805619402,4.980839307093077,1419.0638240671951,41406.75829198149,2.8735262562235366,62.045577828110076,0.5750182529790016,0.012745167243476413,0.19309397541668072,0.3603803755211202,-1.0052771968109184
11872,0.014197538378044909,4.440262331463999,1217.3828993779207,21483.104892323987,2.3947734913714376,51.62008522574134,0.8217774265559754,0.0025480080699388443,0.26223309622126356,0.2750074608152699,-1.1652240278956734
