evolution$generation,beta,alpha,growthRate,population,diffusionSteps,width,hwRatio,moran,distance,entropy,slope
5825,0.0,0.01,10000.0,70933.1308066058,2.3417077315927823,55.527346938780404,1.7351265280425614,-1.6056713379595334E-4,0.9787617411870155,0.9778728400914873,-0.2085358778703364
5825,0.3108236401736736,2.3255382387102554,1507.2205648492436,37670.56643035703,2.6923948620804947,51.69782045173471,0.657191708096674,0.15926094925546436,0.4005056728962951,0.7421009083574348,-1.294951181143437
5825,0.2087693287658503,4.771152555017321,2270.012423418155,15420.294751000583,1.7933084735361084,97.59585791913017,1.2294992508408675,0.004274190629622123,0.5716417156539965,0.512853685724082,-1.001551099261121
5825,0.0,1.6782010327208308,4044.4935412252935,86462.15491451138,2.216202237411136,56.74229001097615,1.3155314698045857,-2.50451488636515E-4,0.7217288580736703,0.46115694020668807,-1.2887745559244532
5825,0.4484788792065139,2.7505762653202717,1333.1973896201532,27286.14814673051,1.6963749739447187,98.37363912508228,1.249359448296182,0.047619398961102614,0.3079320300576239,0.574839787664112,-0.9049085166496242
5825,0.017913773601608726,1.8540342620119816,6090.413376659617,61628.33899181444,1.7627765564495053,95.74872269578215,1.1952774446929275,2.2469754907296528E-4,0.7911380155408093,0.5739531214572043,-1.4901315370095718
5825,0.02136262190809255,2.3951871982657775,7287.846441386635,39101.93710663758,1.981602098378908,86.50139389430147,1.1160325532443895,1.133949259593474E-4,0.8561149480199002,0.6304572045674326,-1.4089540021556457
5825,0.005189802211919156,1.4146656021338933,3058.498086772858,41327.847884284936,2.7637959911178083,78.84468900420066,1.5938154318782822,3.103187834481445E-4,0.9589827957607671,0.7908233053490145,-1.9880045632208732
5825,0.013745962343153605,1.7505843839448723,1000.0,21115.454488262665,2.364577504913836,83.39907565215447,2.0,0.0010673919661304896,0.6800883118704608,0.4336307587741414,-2.279172614192428
5825,0.04437873157898491,2.043721645954683,1000.0,17655.367309850226,1.5965144438492853,72.23776511104515,0.5,0.0034914755980680954,0.5667909307249112,0.4471920335199491,-1.1911662644204164
5825,0.279218530843126,2.1430140743228994,1048.0502628393926,23437.263914702136,2.7634369840003723,50.75166187044989,0.5,0.16249100250796555,0.513567463090928,0.7678031459694564,-1.2278375332208138
5825,0.4506864794464275,2.061068876651169,4466.391379071114,35171.021979516314,2.1514035997599734,100.0,1.6238963000629236,0.036449000725950594,0.8655152286778777,0.8685887145480851,-0.7695721999370423
5825,0.0,4.287594697272554,5219.1117372960325,17503.495362001322,2.834002005300628,61.202502480538534,0.5,-4.7726528932621164E-4,0.858167437539044,0.6090759482747262,-0.9644026008396839
5825,0.33418293633974056,2.4180753514584077,1290.2833482094934,39969.47209234843,2.747955646643545,50.0,0.6394372038946674,0.19346142590777063,0.38503840617614027,0.7586778240784896,-1.4941991493675935
5825,0.029633129805619402,4.980839307093077,1419.0638240671951,41406.75829198149,2.8735262562235366,62.045577828110076,0.5750182529790016,0.012745167243476413,0.19309397541668072,0.3603803755211202,-1.0052771968109184
5825,0.014197538378044909,4.440262331463999,1217.3828993779207,21483.104892323987,2.3947734913714376,51.62008522574134,0.8217774265559754,0.0025480080699388443,0.26223309622126356,0.2750074608152699,-1.1652240278956734
5825,0.5,2.105989193377116,1574.1208626678385,39736.27062309168,2.7788612284624845,50.0,0.5529760552998694,0.23704808539440525,0.6173007159484092,0.8808738644216173,-1.1962107817809633
5825,0.036408183778192126,1.9327749592975916,6723.272477049567,45086.59821860755,2.564881396723646,51.72348488533478,1.2304006012845694,0.0013296138542923247,0.916127763891822,0.8345318911667703,-0.9025681166030892
5825,0.0,1.6380664247488248,1000.0,100000.0,1.0,97.730856700146,0.5,-2.1271321986121458E-4,0.4060022541021735,0.1619024890412143,-1.2852484569951272
5825,0.24715421347885932,2.191146064521596,2285.796785436877,21123.09067117962,1.489681956503944,66.41869254416817,0.8834734060745615,0.01195496696196638,0.6645746779839514,0.6665786196636815,-0.8100030600040915
5825,0.035487350859942875,2.445193012795602,2467.933149054815,10000.0,4.968560775235389,100.0,1.631679205690586,0.0010249746451913508,0.9008813498988556,0.6947116261612797,-1.4915941492865847
5825,0.02548857770103774,0.46113330172085404,10000.0,10000.0,2.896084469525766,74.30144794333366,1.336673729620598,5.482303747802522E-4,0.93751198041212,0.9674941765971147,-0.8472378793732949
5825,0.4851583963629479,1.7646483963047592,1099.1287738988724,33341.249868084036,1.9153250241193214,67.51413375879798,0.5,0.16137783082203844,0.7340592463754859,0.8641796159394564,-1.0558054495484557
5825,0.023374848448516113,2.0962835779790496,4252.2080430112655,69187.27553788578,2.79673724562484,50.0,1.3258322556912148,0.002917460502462677,0.5316856842062552,0.4612668380798328,-0.9224841216072415
5825,5.806388694114432E-4,0.4607194567187207,5284.2002869811695,60051.17069327507,2.2107942400990233,72.33456651702608,1.454500905540501,2.9538920505399577E-4,0.9485840663331527,0.9459091830206731,-1.5793945214263345
5825,0.015571999269774579,5.0,6485.987952834251,76165.16954130352,2.601093628779082,54.479271990444985,0.5061491517789776,0.001821190366231403,0.37138065564092615,0.3292088764083452,-0.8212861958089467
5825,0.23474946930223015,2.0667974049674203,1000.0,21697.363290370013,1.54271066036902,68.00718067976064,0.8823177205450188,0.04207590093480695,0.38926012939966015,0.5917473507691544,-0.9526777440514417
5825,0.038599454966685716,4.475250695253302,1000.0,10000.0,2.7879660917995306,88.68004360310039,0.7038809080656097,0.0030789543321639635,0.4072276586334504,0.3714319780500325,-1.2993882795129712
5825,0.018967477626827597,4.029576874259178,1410.8898807608598,49786.187616490686,2.7778079522500443,60.725994005606296,0.7896390120432308,0.00794564961464541,0.16203009743930827,0.31073956010292003,-1.0190633295988547
5825,0.0,1.825325343198949,1020.3648063607432,10000.0,1.7391450253845466,96.64233650438973,1.6950289952288866,-4.473799264618947E-5,0.8913757238292959,0.5041187877420227,-1.055885684552525
5825,0.1108732305069701,4.125443256862021,4816.901103937952,44048.83028527875,2.2316731570933674,50.0,0.5178989536388887,0.01964427770958268,0.5121912922178482,0.5660500484056719,-0.8072001164238375
5825,5.389022960350909E-8,4.8509747918159825,4787.766485236163,20631.543419644004,2.0843753740274478,50.736321210496236,0.7036723723673652,-5.486855409846688E-4,0.7259860072330985,0.4986044830364009,-1.8045492502587508
5825,0.4696886502578428,3.4892036024155715,9186.99194559668,73391.8937374921,2.4961223385478153,92.81665000322829,0.6244511649861588,0.056020910203961334,0.6195711656139663,0.7389254847485368,-0.7723019724756084
5825,0.10298383823849384,5.0,1962.9985581969513,35957.356781808325,2.544639456061914,91.44938108442936,0.5,0.024373264367654385,0.27556377057638576,0.47750320402782814,-0.9169594888967574
5825,0.03561034938837997,2.126722616012155,1000.0,26433.345413463754,1.5412171024909802,74.02251113876031,0.5,0.00484751217563113,0.38577838741405385,0.3710048244144264,-1.1591323774498417
5825,0.0065057339153354096,2.3243978879433995,1275.4149092945727,63793.82569142202,3.6003561293765376,79.13399541906881,1.6257600150705358,0.0030145680097893555,0.1856176602587948,0.2561058807424735,-1.4646338091186895
5825,0.04694305696528083,1.6386421661638657,1000.0,10034.085661870367,2.5059992891689573,93.50448564063606,1.885091514465354,0.0016549724429977925,0.9533537264432255,0.7108447628840163,-2.1091717959635137
5825,0.3683280327531187,1.925017115240786,1198.895171624495,82738.19434618377,1.5925834573699513,55.4517790433854,0.5,0.2356044475271144,0.4091282471161607,0.7855046558679049,-1.6717495600777355
5825,0.05270670588074585,3.129445639678966,2702.7675709084824,43220.044854059175,1.8534741581274798,67.44064816494259,1.9063066309720609,0.0027850453858497093,0.3552099789016224,0.3364028917559455,-1.0817737139500279
5825,1.6062967319633139E-4,1.7797906318482182,1253.5650132198675,40799.552619934875,1.9757907075034669,83.95066451178835,1.8279762408143552,-6.148709518513502E-5,0.5217424937958388,0.23821737812331442,-4.9791212273906496
