"region"&"population"&"cities"&"primacy"&"ranksizealpha"&"ranksizersquared"&"ranksizesigma"
"ASEAN"&292568356.722872&874&1.67407232777049&-0.921919614122144&0.993325867913399&0.00255761863600743
"MERCOSUR"&219965374.415122&657&1.37448883123027&-1.00409366822016&0.998193341657514&0.00166783233994762
"COMESA"&251743110.631317&1367&3.38798822451796&-0.72183005580966&0.99480228374676&0.00141171385830211
"EEA"&193573042.363725&720&1.01061695973207&-0.938238355828983&0.994099088714883&0.00269582471283992
