"region"&"Builtalpha"&"Builtrsquared"&"Builtsigma"&"GDPalpha"&"GDPrsquared"&"GDPsigma"&"Emissionsalpha"&"Emissionsrsquared"&"Emissionssigma"
"ASEAN"&1.26296135203884&0.430767900086177&0.049099551219698&1.23348331489024&0.508230636227721&0.0412080588604727&1.75009739188544&0.438200244397665&0.0670179129365854
"MERCOSUR"&1.03822707806181&0.497135790668468&0.0407374374068012&1.15313544712083&0.621665003842109&0.0351600531224763&1.71500395916897&0.640694760403546&0.0501226286616649
"COMESA"&1.64796178563449&0.264890903073497&0.0742847920152922&1.52009595613761&0.258544384776533&0.0721813566615379&1.93242153144767&0.276025467947171&0.0845954570098519
"EEA"&0.933289592138306&0.836742683836105&0.0153721078960357&1.15148851837749&0.831021315183665&0.0193617070904667&1.50202608145268&0.69132084367212&0.0374189887553438
