"region"&"population"&"cities"&"primacy"&"ranksizealpha"&"ranksizersquared"&"ranksizesigma"
"Europe"&288278364.031057&1067&1.44953340505435&-0.925976180926547&0.990616074956798&0.00276031638197454
"America"&547139153.544928&1521&1.02329282077781&-1.02406343215122&0.995675351237285&0.00173109533642211
"Asia"&2143055856.78308&7737&1.11779235145415&-0.871835216336094&0.998313902683471&0.000407365165227524
"Africa"&585102965.855359&2876&1.70488235167948&-0.778231244960334&0.996692754382641&0.000836068887289874
"Oceania"&18979031.2664655&86&1.07994359671186&-0.907290790981482&0.926349522141753&0.0277353956935822
