"region"&"population"&"cities"&"primacy"&"ranksizealpha"&"ranksizersquared"&"ranksizesigma"
"Europe"&188047609.246609&693&1.01061695973207&-0.941553502501855&0.994515332466823&0.00265802852533639
"China"&567210057.897154&1850&1.65861721793009&-0.911272212258118&0.997228468488759&0.00111722828364993
"Brazil"&111713197.317741&349&1.95081983621666&-0.994867598534564&0.997616582044771&0.00260670837777089
"India"&703131039.126134&3248&1.22535657947827&-0.785514868763181&0.995631539276436&0.000913120025270696
"SouthAfrica"&25300568.4949559&77&1.8554687877785&-1.05490473188178&0.973830305526507&0.0198329519539796
"UnitedStates"&153022337.043704&324&1.1168594900451&-1.15704818403142&0.992898418815516&0.00544465660666438
"FormerSovietUnion"&120268898.554736&450&3.27314533408232&-0.921490413872165&0.979466311835379&0.0062964570050184
