evolution$generation,correlationRange,centers,maxKernelRadiusRate,centersPopulationScaling,width,moran,distance,entropy,slope,evolution$samples
57000,0.01,3.285574897948861,0.04752388173807944,3.8716762038392445,52.06744542359299,0.009260118235785013,0.5884811487216125,0.3043683649527878,-2.048862549762843,1
57000,0.01,4.218054311899475,0.01,0.03353224326160568,165.66344598929987,0.008208106598701716,0.8794744499670283,0.33709051532785955,-1.653154074884948,1
57000,1.3570150144670265,2.635029132287536,0.03848840612640472,2.5218946276057967,50.0,0.02881221287112899,0.1491789289795244,0.3158390667740162,-2.395140024969053,1
57000,0.01,2.707557165963152,0.022631816900563206,0.4655271161636707,76.87552744754996,0.017494186401162612,0.36874098982718373,0.3309104126057365,-2.7934456640388268,3
57000,0.40316549066569035,1.0,0.03343277000751193,0.016141020733981895,63.212303725586665,0.038885414277910965,0.07497577396601206,0.3592589322661478,-3.5478074445898695,1
57000,1.0586373118815935,1.4010664451539885,0.019005935471625594,0.01,200.0,0.020182294810876716,0.04802234408295114,0.38115664384478876,-1.876321540366573,4
57000,1.3376488029104867,2.5876708660002565,0.011307447903786965,1.6745161861267548,184.58644490109864,0.012205833567514947,0.08944015540075143,0.31591059250553605,-3.1494647246376926,1
57000,0.3508616877840472,2.3104270860164484,0.022343429966489824,0.19502296184485102,88.0848838914209,0.021370812940512934,0.4757644569474099,0.38067028071078723,-2.3024935931020885,1
57000,1.4934996527697864,8.296788726322346,0.01,0.07856999853766537,82.71259946186036,0.003232047932258886,0.9612103039019504,0.34731708987236704,-2.582007957143786,1
57000,1.453736485315386,2.7118398406161273,0.03793717774588515,2.3573650379368356,50.523475782835284,0.00527253142763707,0.22920667228954275,0.2580750430440955,-2.88713485060595,1
57000,2.420467791318779,9.061031666820078,0.013979146215967044,0.5168572410951873,77.32409572249114,0.0033442083704833922,1.0429090130985528,0.36343788616039974,-1.8355536294823513,1
57000,1.505286045105762,4.926429069190958,0.010716412773067207,3.7763327773885473,55.53306375658135,-1.6417422792091362E-4,0.9246425222267988,0.18798067741412874,-17.846485961210323,1
57000,0.15727145252565589,1.725276766100026,0.030573618341891914,0.32130468026751224,83.76899604671404,0.023749199092980428,0.07779876411304688,0.33781314573140125,-2.2841158836015656,2
57000,0.11808749302077352,1.0,0.03571676546563612,0.11345385699934679,102.94923359186117,0.05542460342987665,0.09037587204647957,0.47231176363846633,-1.276498275291864,1
57000,0.08198674065502067,9.877963406983765,0.016448188137131795,0.01,50.05127678729467,0.011317403707805155,0.6712634351821409,0.40654268762127677,-2.285433138204208,1
57000,2.2914277273826604,10.0,0.011476455177038785,0.5106719456195231,50.0,-8.570800779287378E-5,0.7820021590484467,0.31150691120070456,-3.3221034208589666,2
57000,0.5874356401901731,2.693481406053137,0.015943251667837013,0.20843129238567865,182.08690200080457,0.017557977932846133,0.5876032885355686,0.4069179699141546,-1.1988845325755468,1
57000,0.7836496972716399,5.50271743116995,0.3323689849944597,3.2241990590725584,200.0,0.08658456107877423,0.7173509283793016,0.8779523511164827,-0.38070416671901824,1
57000,1.4089742518888653,3.281589878638481,0.05450952110346891,0.12463758974439486,71.91368161473848,0.059770801209835585,0.5753973750191194,0.6121122202597286,-0.9244270880325404,3
57000,1.7314575885579648,6.193803695694447,0.012648483873978137,0.19772754331101672,73.78862309404997,0.0017355409687813516,0.7681174769900263,0.2953717930240339,-2.647882101856397,1
57000,1.5149816372413154,6.420600205218588,0.049352246984924554,0.22545414721669318,79.56790190114532,0.050798097208634825,0.6724648893139807,0.6070233486991825,-1.045755653316581,1
57000,1.694638405244509,7.865561315477038,0.01045428322372572,0.15305703266040138,84.00539351256779,0.004758917501489036,0.707867079268852,0.33948348302934067,-3.7794373902926828,1
57000,3.3936929685910604,8.394589990408788,0.01,0.01,50.0,-2.0712149078156035E-4,0.8416857326125109,0.2918694171791255,-2.741241464304262,1
