evolution$generation,correlationRange,centers,maxKernelRadiusRate,centersPopulationScaling,width,moran,distance,entropy,slope,evolution$samples
100000,0.6416656648496885,3.2759446818930726,0.019340683874617924,0.6552463129470392,69.57239188038636,0.01271448135052096,0.5042642035137102,0.3338496812654864,-1.9522175641228294,2
100000,2.43495770967644,2.1043347827959766,0.0373051281822423,3.4004118219593,51.544882209954935,0.021293508104592452,0.3543405089625889,0.33425716346797024,-2.766535160591591,5
100000,0.02065161758908258,1.3376946130608849,0.01893776626341235,0.15625195838972047,199.16054437144595,0.029005687959169062,0.04174797539584752,0.3952972995068873,-1.8715000861249471,1
100000,0.09708937916105083,2.6778502998608236,0.051333828925184004,0.21270571283392234,68.24628554406152,0.0568852864836099,0.854206518922704,0.5351221405385133,-0.9859520186949121,1
100000,1.96107565010318,9.424888250193195,0.01782488191193847,0.02666137221838577,50.01304360988766,0.00605980007277548,0.7578291775448353,0.4073844660464361,-2.001445984693518,2
100000,0.3008762168528919,2.2460299034658586,0.019195087658386026,0.9298637657809466,96.8990150491797,0.020341368833836707,0.4500090527129338,0.3517547207819307,-2.306419364177779,5
100000,1.3734676463405753,2.6437339406040996,0.03325102738560417,3.423584515185438,52.74291302373387,0.014180895353148294,0.20571967695973695,0.29333021345086896,-2.9092362070378295,2
100000,3.1579715392772107,9.931288257582395,0.01,0.25314864688688066,50.43897254041782,-3.8053920601019203E-4,0.9036213502814768,0.2899886234718798,-2.5921460942827257,1
100000,4.0,9.077621978404158,0.011579321299945268,0.1710710254288948,73.01770112120974,0.0017178908722469588,0.9527612029541399,0.3340579401948208,-2.5874885706242496,1
100000,2.097311454631214,6.497105186130909,0.01,0.01,186.36464529614955,0.011507009212893897,0.8386493428829791,0.4215246010085118,-1.1371667074358889,1
100000,1.505286045105762,4.926429069190958,0.010716412773067207,3.7763327773885473,55.53306375658135,-1.6417422792091362E-4,0.9246425222267988,0.18798067741412874,-17.846485961210323,1
100000,1.3310553082353267,1.9252902652009456,0.03673093978629288,2.1885787191890542,59.5235425210188,0.03852577098328859,0.07326961246850715,0.34588356567074435,-2.2972008950776317,5
100000,1.1202799948468067,6.334597392856522,0.014390984619182702,0.4877220471816468,123.64260947732654,0.009717891327290505,0.6981758790189353,0.4056170146143434,-2.2557882051087272,1
100000,2.2914277273826604,10.0,0.011476455177038785,0.5106719456195231,50.0,-4.593686502334886E-5,0.794751277605785,0.3114328150177581,-3.341858322092281,3
100000,0.24922925378122196,2.6474056926341256,0.03135745338385534,1.1074175898628311,77.85106291754823,0.037112092245797056,0.5981953409752319,0.4481068194386119,-1.1659863404246356,1
100000,1.3384780712794766,4.944174005143683,0.3257619965976392,3.3175727497261076,193.10186928169057,0.07660972354006987,0.7179684400840483,0.8644749712255455,-0.38883509710905867,1
100000,1.4089742518888653,3.281589878638481,0.05450952110346891,0.12463758974439486,71.91368161473848,0.059770801209835585,0.5753973750191194,0.6121122202597286,-0.9244270880325404,3
100000,1.55426642869807,2.8273300045851357,0.049965076708711136,2.410239106296857,50.48943337037332,0.038556964756157455,0.18475063468847297,0.3881553031168248,-2.097347518025133,2
100000,1.558506624625032,8.329899556816201,0.01,0.23337106910067096,78.53646394687377,0.0013816432553949212,0.789365063201017,0.29192617541679067,-2.6198239334990308,2
100000,1.5149816372413154,6.420600205218588,0.049352246984924554,0.22545414721669318,79.56790190114532,0.050798097208634825,0.6724648893139807,0.6070233486991825,-1.045755653316581,1
100000,1.694638405244509,7.865561315477038,0.01045428322372572,0.15305703266040138,84.00539351256779,0.004758917501489036,0.707867079268852,0.33948348302934067,-3.7794373902926828,1
100000,4.0,10.0,0.01,0.38432252785245535,54.60561248611239,-3.466722121296292E-4,0.8922334090160529,0.2996268583165558,-3.8907121593868097,2
100000,3.3936929685910604,8.394589990408788,0.01,0.01,50.0,-2.0712149078156035E-4,0.8416857326125109,0.2918694171791255,-2.741241464304262,1
100000,0.47532593090437175,1.0,0.039517399259923446,0.049422965352615394,51.86531845203027,0.029671559104849594,0.10709416253468121,0.3103826325910498,-2.0885352907827226,2
100000,1.9747156624056452,1.3597012024601987,0.01,3.664736845524857,61.93428125516122,-4.926827138678628E-5,0.003331291013823477,0.014807243786050195,-81.9917048188466,3
100000,1.9388498749145038,7.991039445289023,0.015611927965757277,0.01,75.98136045940024,0.009486508061296963,0.7740932103168908,0.42672318126442144,-1.1636559355093654,1
100000,3.8354226569877072,4.9179391849511305,0.01,0.20943517926886648,94.34415283736774,0.0036905771493198065,0.6395670864918712,0.2789240677001386,-3.282272258829208,3
100000,2.3239410792903277,6.341546716658141,0.06179051752068469,0.0694575703083443,50.046743475546904,0.10749931915618667,0.5165932596289021,0.6403198987295887,-0.8368699495002558,1
100000,0.3096683530876396,8.705177648790695,0.01534182208723658,0.010271835211284495,57.83768675105102,0.005574671828484784,0.8288877936938364,0.39996497086616,-1.2566239357789697,1
100000,2.9309431349990613,6.82881808173541,0.01,0.36484416893283717,128.48771857483996,0.006932230161805095,0.8532541786961323,0.3694470961368323,-3.2896973095033375,1
100000,0.01,10.0,0.07531063969533504,1.3737823072510784,109.88908243980089,0.0462384995984827,0.6791291381781244,0.6561443477051285,-0.8347057182323236,2
100000,2.325397567475316,10.0,0.01986020318358713,0.7760806278621611,51.36114146080782,0.0016818817105649212,0.7105040080722607,0.3499313717448908,-2.0107351070917394,1
100000,1.7741092663115183,7.370829032343213,0.015933898515428837,0.5505720117152741,83.12719484374487,0.010399797235627724,0.45971294902820287,0.4074562969772316,-2.538289942498914,1
100000,2.355855435006431,2.188263606931348,0.041514560154074266,1.391589164532086,52.16659540328062,0.025301123446837777,0.5132602259305041,0.4038665071484883,-1.645077085940835,1
100000,1.196295122437824,5.676614746486592,0.01,0.6166649584684684,197.02399592763584,0.006414467178896622,0.6304247098323493,0.35749469720498567,-2.293178888038131,5
100000,1.027474781540595,1.0,0.2313420981293085,4.0,69.81106599072014,0.1621388618581211,0.4510345770784297,0.7506725203933846,-0.7514968057272453,1
100000,4.0,9.31689321013164,0.01,0.01,92.546405962149,0.004570648421052013,0.6585105728166174,0.3709566844137559,-2.8034597919092628,2
100000,3.9717486649284837,3.868444562441907,0.02915975259565999,4.0,50.08501399236578,0.011988672318112467,0.35744469896364467,0.2923822985419194,-2.3855910612942486,1
100000,1.7650692858517574,4.014685645966127,0.06178380878955129,3.3017654836809185,59.756333609871135,0.04449953767035115,0.25603615574864397,0.5122476736716667,-1.2902614331541855,1
100000,0.01,3.285574897948861,0.04752388173807944,3.8716762038392445,52.06744542359299,0.009260118235785013,0.5884811487216125,0.3043683649527878,-2.048862549762843,1
100000,0.7748388330844059,2.519042323194136,0.03241780229650453,1.2088385939135478,50.0,0.007399031498673552,0.4156237409704419,0.24702588465598402,-3.0799403055960206,1
100000,0.2884101232526768,7.199616820737298,0.08909758377954469,2.120059496744121,50.0,0.049797241077361304,0.557532567771118,0.5265472754861336,-1.0434311588105336,2
100000,2.043216120598267,10.0,0.01,0.01,134.5066932520549,0.007223946230963047,0.7985408639534313,0.43146910568982694,-1.2778903494582385,1
100000,0.01,2.880326566627087,0.11744738567960067,2.153991159235008,50.0,0.10986964888007295,0.3537196759531598,0.6448190228923579,-0.7146853856878157,2
100000,0.04054311770448318,2.8968223881730397,0.10537938861749943,0.12881800128174237,185.55863273888716,0.0968858577526489,0.9888828796815945,0.7226605444378055,-0.8782768801663656,1
100000,0.01,3.0288511833308354,0.04850989047182502,0.33259443312548836,51.16723757471784,0.054755821861086,0.9403416791293433,0.5499756642822016,-0.9393499330524314,1
100000,1.8522505253800028,2.66682263106979,0.05529004577137173,4.0,50.0,0.044446620913031046,0.3111749700065567,0.4489854497006476,-1.511316273613658,1
100000,1.9429309948030424,2.1758928184701016,0.03994706950275916,3.8958936284929915,57.020596361863525,0.024320979266989333,0.2779079231764993,0.3578599186585726,-1.8001077599357709,4
100000,3.276849525157033,10.0,0.1267541331239405,1.1381317189410611,115.39100101423783,0.04659255455551792,0.783526462608872,0.8068568026042588,-0.5388234144446619,1
100000,1.9620714150069085,9.601525147078501,0.01,0.016469967917977064,118.78671633577282,0.007407261208242929,0.821479305235391,0.4152517321443973,-2.281165298715927,1
100000,0.15708317938705582,1.0,0.03590349931665367,0.8505870829938927,50.0,0.05225318437879724,0.08863833797880444,0.3966870214238764,-1.5714416035469425,1
100000,1.336068605372699,1.5754389067520806,0.10828869997665917,4.0,54.255111211302705,0.08269905133965481,0.23930472462378918,0.5607148646979261,-1.1977913912049003,1
100000,2.3189812090580215,8.394855636286827,0.022712014289478687,0.01,73.88614511216001,0.018404289419697153,0.8693257941295097,0.5355890016712701,-1.0618879777608863,1
100000,1.4649294212926978,3.157811332177811,0.08969305256448774,4.0,52.21518191943798,0.03986748565476662,0.3587922000645414,0.5793873668615042,-0.9849488102858523,1
100000,0.042027653862015006,2.9409374066667353,0.05115340123261823,0.10000041049823452,200.0,0.0625697375623511,0.8519321758889021,0.6326450894621247,-0.9369149816875676,1
100000,1.5133545040527132,2.5782095773626685,0.04191990745527036,2.579211156368673,50.0,0.02644006308082005,0.4002775665547344,0.3863170938183417,-1.2799604028934328,1
100000,0.01796378055724846,5.191992079832885,1.0,3.741295593305792,107.26872179213514,0.08926148999326428,0.9334388081816328,0.9194360035860968,-0.2730038740290901,1
100000,1.8092107650724987,8.989642492094113,0.050541615324011024,1.8820636199103595,192.78240281529173,0.036028646287801266,0.5450520275347803,0.5894536435752382,-0.9768285608806092,2
100000,2.801632032614468,5.019088961848574,0.01,0.46406407121042015,103.76226189967537,0.001524321213848973,1.1093189757922552,0.26182654804509004,-3.974702267457274,1
100000,4.0,2.7535328079988295,0.01,2.5860729623117193,197.54529054156149,0.0077470117804350775,0.33527278739912625,0.2817754485474166,-3.433137075040075,1
