evolution$generation,alpha,beta,tsteps,popfit,indicsfit,evolution$samples
300,0.2974081380338009,0.0,1.0,1.084914200834724E8,1.9890602774971975,2
300,2.4912726888617396,0.1,45.79948764102729,5.0958011725235195E9,0.8114255990253576,2
300,6.7019548145665775,0.07154451206427932,85.35379946320987,2.2705538061447087E8,2.7307385334898635,5
300,7.934133630210148,0.061800155494790565,86.57375671924412,2.187991723426309E8,2.7636316832193346,3
300,0.8977151161657115,0.028949945140998103,42.28916662991586,1.3113587034176273E9,1.4156398753191068,1
300,0.8073495241510587,0.09820567872413166,20.144986940569595,2.7006075013101993E9,1.144654582726141,1
300,0.9174757815841061,0.07895104349818996,37.48578422157458,3.922300116150179E9,1.0171811995522693,1
300,2.1366110083724164,0.04336145955172474,100.0,4.474807906108093E9,0.9092727621215009,1
300,1.7039901892809615,0.08634968992387637,44.61926807240582,4.2663955042236185E9,0.9583575430824869,1
300,0.9760378815372426,0.07776451593239052,36.09345769077129,3.650327106886549E9,1.0318339835206967,1
300,0.7199011817883144,0.08096785839266085,20.14787610669506,2.1830096644377456E9,1.2223999689277907,1
300,0.6950499127055441,0.04590835310513224,30.063470238167163,1.7297510211149466E9,1.2981492411079514,1
300,1.6006382293310324,0.0741124410283313,41.25134926603512,3.45690785146769E9,1.0740987335862697,1
300,0.9160703010680861,0.059596522716966964,37.4865555346457,2.894098787104279E9,1.1156081476346869,1
300,0.4342907377064317,0.016273591992257423,39.44197257731119,6.786879881525006E8,1.5894458856262113,1
300,0.0,0.004798980379856752,48.25309316826898,4.92440395398559E8,1.9153107572277344,1
300,0.9223719688416333,0.060118869297569315,38.31017026456896,3.0064667280631046E9,1.101696541268849,1
300,2.1560884436462198,0.08588295002192939,44.63471534386905,4.074599203957902E9,0.9834391983015959,1
300,0.6791300456248948,0.0741036537555688,43.98818887165063,4.581450292879109E9,1.107401539600442,4
300,2.2441819824237386,0.020977277307276145,90.0729388446852,2.0645337340124774E9,1.4691727329540893,4
300,1.6782204555987135,0.07392405467456763,40.12183944955953,3.3270991296018953E9,1.100151785390454,1
300,0.9876621430397903,0.06114533588710144,45.340094177632494,3.568197114546639E9,1.0379785872806453,1
300,0.5684283788247445,0.07577579042695676,27.989310990819593,3.1436428061226263E9,1.1815425771601136,2
300,1.5522603841162725,0.095283311919554,44.56211329958207,4.811254547703651E9,0.902556170356902,1
300,0.6798066979206047,0.06139683697207598,20.91032547820915,1.6221209060686505E9,1.3190878288994317,1
300,0.6731517799660394,0.030415579444838105,22.368692045523662,6.110387856297994E8,1.6109071700216122,1
300,0.7468243389597817,0.022775015558230475,52.793040490668,1.352401333807772E9,1.3805971192238335,1
300,0.9333512551159271,0.024598811582272697,55.83275723643658,1.504277027272057E9,1.3713164888177607,1
300,1.3509488537731928,0.03352463899960905,39.0522640236666,1.267317540570203E9,1.5189781807198552,3
300,0.11526649220055893,0.04272308354560175,2.3553853092856505,2.6813284494725573E8,1.9552606924936344,1
300,0.8824234512015063,0.022546055752185587,58.01957448607425,1.4337103795978854E9,1.3788572911642278,1
300,0.8536949430572482,0.08180744720770164,26.969325762348447,2.9564486820900683E9,1.1103737600054338,1
300,1.6419495993894664,0.07388757002350545,29.314573134761403,2.3905551687294445E9,1.2721121121649124,2
300,0.8584583773603829,0.020424695156324276,48.27962734873225,9.351071335350335E8,1.5259529145229502,1
300,1.6187562940044722,0.07403778007650545,43.30928486969565,3.6026197884172134E9,1.052627396357696,2
300,0.7542610375063865,0.030365499010874004,22.694197426302754,5.713141660214474E8,1.6556394742283167,1
300,0.9250340439735674,0.06121455561223091,45.357065527595694,3.6286239423458366E9,1.0378662535243426,1
300,1.6417039095672268,0.07389021745875472,29.102232787349372,2.4012149202763195E9,1.2710142067415267,2
300,0.8631547741637604,0.027925282360525952,34.82670727621232,9.22762349015386E8,1.533205964034646,2
300,0.9159209618007375,0.059608258574081724,37.60366945029344,2.927368282625E9,1.1117927634113645,1
300,0.8211460776661662,0.07784061587056541,23.827459475602083,2.475467245713266E9,1.1740206699581732,1
300,1.129253426714327,0.030792574878664988,21.7963403215512,5.2492733770380545E8,1.8413400196738576,1
300,0.8849253009423369,0.06018174524231509,36.80177170442287,2.9144486805109925E9,1.114436079446962,1
300,1.1976863553712793,0.02340736583750999,27.7958876313971,5.205994018886821E8,1.8793281115189073,2
300,0.6550065481619783,0.029572463797567422,8.16300179644485,1.9324234693850246E8,1.9873901859642196,1
300,0.8718655774403227,0.02325676355192335,49.35284227375808,1.189666924121358E9,1.444497532212668,1
300,0.5144425396826061,0.03135035908479542,31.11231362356707,1.1995271147773328E9,1.4319100143057624,1
300,0.5537051431279598,0.030862497843197334,30.45995962460086,1.0705491087042884E9,1.4519944431355782,2
300,2.607924675793133,0.0791514902475164,89.57525330568693,2.3548257892143703E8,2.7060061622823164,3
300,2.5520911805867508,0.07818626454316376,89.34196428767314,2.3458254281971407E8,2.7088931658114057,4
300,0.8418973428085499,0.07786256676283493,14.233404577782066,1.2200848143391027E9,1.4308001717738936,1
