evolution$generation,evolution$evaluated,beta,alpha,growthRate,population,diffusionSteps,width,hwRatio,objective$moran,objective$distance,objective$entropy,objective$slope,moran,entropy,slope,distance
4000,193750,5.057044869232999E-4,2.1209429618001874,5043.017042126607,73243.21509219796,1.0,78.27602425064086,0.5,-3.007045324573289E-4,0.6518254890313172,0.3764118471553518,-1.7497484355156252,-3.007045324573289E-4,0.3764118471553518,-1.7497484355156252,0.6518254890313172
4000,193750,0.0010482762197285764,4.761281704021171,1000.0,10000.0,5.0,100.0,0.5621260160755204,1.3403223457471396E-5,0.4231448428248133,0.2308735539467078,-2.6185851637032336,1.3403223457471396E-5,0.2308735539467078,-2.6185851637032336,0.4231448428248133
4000,193750,1.0844246740307762E-4,2.9178151943761224,6302.508475950083,35924.49438281231,4.677010824975513,83.44918923613872,0.8415480651593106,-1.613834450400058E-4,0.7495042900312245,0.5136847490974881,-2.3578313841210057,-1.613834450400058E-4,0.5136847490974881,-2.3578313841210057,0.7495042900312245
4000,193750,0.022362475189022003,2.126879925411113,3028.776338457973,32280.85545439147,1.0,99.20511070097774,2.0,3.089158616934989E-4,0.760702119338092,0.4362586367305852,-2.037506941553531,3.089158616934989E-4,0.4362586367305852,-2.037506941553531,0.760702119338092
4000,193750,0.0,0.0,10000.0,10034.729236997518,2.66014487543314,50.0,0.6188718890870021,-6.437623104455241E-4,0.9699338699119283,0.9947853175392147,-0.24785609087412258,-6.437623104455241E-4,0.9947853175392147,-0.24785609087412258,0.9699338699119283
4000,193750,0.12079280655865347,1.7777362444231586,1042.4157267059754,12645.675316571802,1.0,100.0,1.9818705231457683,0.0026021831757417884,0.8426500375538928,0.6155635445904987,-1.8523369186222498,0.0026021831757417884,0.6155635445904987,-1.8523369186222498,0.8426500375538928
4000,193750,0.002145897994755018,1.2239524674056457,1000.0,96000.09949839882,1.0,58.561353185679586,2.0,7.172908643961754E-4,1.0044042831099802,0.722181520866617,-2.479981291629551,7.172908643961754E-4,0.722181520866617,-2.479981291629551,1.0044042831099802
4000,193750,4.6750405607633557E-4,5.0,1000.0,10227.40120771235,1.104389896258767,50.0,2.0,-1.7976107024300313E-4,0.43292266554384135,0.2132492647139529,-3.64788355928325,-1.7976107024300313E-4,0.2132492647139529,-3.64788355928325,0.43292266554384135
4000,193750,7.220767993023304E-4,1.2203645486113721,1920.8014524208038,26006.953339705957,2.6145667933825316,80.490012272644,1.042773945137005,-1.0847220999445259E-4,0.923488934326154,0.7939926583976208,-2.875426333201998,-1.0847220999445259E-4,0.7939926583976208,-2.875426333201998,0.923488934326154
4000,193750,0.03520051792615804,1.436658180476127,1000.0,24788.794199635813,2.4576206223109063,100.0,0.8808632992689815,0.005949266278914044,0.8708548535770759,0.7826086297645236,-1.4247717765420223,0.005949266278914044,0.7826086297645236,-1.4247717765420223,0.8708548535770759
4000,193750,0.04505378743698601,5.0,1000.0,19229.273950570318,2.0038895135355492,96.0228382763724,0.6984785215729686,0.007612320091171192,0.24435984180142348,0.36214580714525096,-1.1138766812413943,0.007612320091171192,0.36214580714525096,-1.1138766812413943,0.24435984180142348
4000,193750,0.010051613866922254,2.6871500490041904,2707.527143040167,13480.615881463518,5.0,63.66374711964446,1.5650431814568608,4.8077951101068746E-4,0.8563143786963454,0.6239297973285447,-1.442061179641216,4.8077951101068746E-4,0.6239297973285447,-1.442061179641216,0.8563143786963454
4000,193750,0.23240380805124358,2.4002649911677256,1000.0,100000.0,3.2495681583573415,85.7895337461307,1.6176460274670048,0.15100659427116678,0.21625482958203135,0.6981115125389897,-1.6507325481070554,0.15100659427116678,0.6981115125389897,-1.6507325481070554,0.21625482958203135
4000,193750,0.21685404998390606,1.5732309092172034,1000.0,65123.544887931705,3.45483224787763,71.4892992891784,0.9885312362419927,0.18631159583709084,0.6659176130331749,0.9009815687868522,-1.0546865111894443,0.18631159583709084,0.9009815687868522,-1.0546865111894443,0.6659176130331749
4000,193750,0.0,1.4830682183208932,1000.0,62610.175538555195,5.0,89.20007183009126,2.0,-6.346273738669612E-5,0.7278294752075056,0.32828177823221083,-1.407945362397187,-6.346273738669612E-5,0.32828177823221083,-1.407945362397187,0.7278294752075056
4000,193750,0.1428326814014269,4.951502871738727,1000.0,100000.0,1.0,50.0,0.5095418892082213,0.12446464429985495,0.2492109932436048,0.6506340167802551,-2.0546645726552186,0.12446464429985495,0.6506340167802551,-2.0546645726552186,0.2492109932436048
4000,193750,7.743694000489096E-4,2.869581608256845,4744.2483254528715,51945.12267723235,1.1419176237382067,61.85040554152541,0.9537741772506387,-2.296311969887895E-4,0.49991641692393335,0.3259361208602119,-1.8374861032874792,-2.296311969887895E-4,0.3259361208602119,-1.8374861032874792,0.49991641692393335
4000,193750,0.00908541732034613,1.7788320445593964,10000.0,65840.81013654865,1.0,100.0,1.9550381612508394,1.1848347443716429E-5,0.995550111701981,0.7686782746293646,-1.9776224716659354,1.1848347443716429E-5,0.7686782746293646,-1.9776224716659354,0.995550111701981
4000,193750,0.0,1.187005247659094,1053.7060484914614,100000.0,3.7516074161142434,61.58060255908559,0.5,-4.986751060755354E-4,1.0035357419205004,0.7767857065549042,-1.396968234987795,-4.986751060755354E-4,0.7767857065549042,-1.396968234987795,1.0035357419205004
4000,193750,0.33500032698336324,2.2656817926412187,4431.482809853836,21757.734873547597,1.0795120635411557,77.06110495953399,1.859400514616036,0.004516472897737232,0.9600523767864858,0.8404144679693591,-0.8444726428857434,0.004516472897737232,0.8404144679693591,-0.8444726428857434,0.9600523767864858
4000,193750,0.0,1.4215810872625578,1000.0,84220.85927524253,1.0,50.0,0.5,-8.534607534409574E-4,0.805244710445352,0.44971431443311766,-1.6389124771674153,-8.534607534409574E-4,0.44971431443311766,-1.6389124771674153,0.805244710445352
4000,193750,0.0017976551581312947,1.8236897010427386,2449.9211991093825,40404.94204939288,3.558319848871539,81.57062582693132,1.6395965503631271,6.812030926430601E-5,0.6835952587425723,0.4028399498610786,-2.2777721988529263,6.812030926430601E-5,0.4028399498610786,-2.2777721988529263,0.6835952587425723
4000,193750,0.0,1.7455528911537697,5118.876023728399,52314.14671698048,3.7061961967794628,55.88788220289762,2.0,-1.5955433193732697E-4,0.9506791082108154,0.6351288935316662,-1.2015938722601736,-1.5955433193732697E-4,0.6351288935316662,-1.2015938722601736,0.9506791082108154
4000,193750,0.07655047817987057,1.6009878411674832,1000.0,33070.56995779755,2.6800030949936056,96.1549257776793,0.7477701664186246,0.03187681900621366,0.5996920987183554,0.660085894434734,-1.0252668797270195,0.03187681900621366,0.660085894434734,-1.0252668797270195,0.5996920987183554
4000,193750,0.4853936857696794,2.543876318433539,1002.0228728831786,37519.585593998854,1.0,52.50874166665379,0.5,0.20431058459621002,0.36447153842821955,0.745947426660595,-1.6526922475070072,0.20431058459621002,0.745947426660595,-1.6526922475070072,0.36447153842821955
