evolution$generation,centers,hierarchy,maxRadiusRate,width,hwRatio,moran,distance,entropy,slope,evolution$samples
45000,100.0,2.476074741220091,0.334790663942822,100.0,1.913689628271745,0.3159547912502845,0.7496985429704561,0.9615476028280368,-0.9088555236176841,1
45000,30.103251672475416,4.662668566884171,0.1089019177968525,91.11668600970518,2.0,0.174499485760669,0.5413553476971926,0.7984494913585692,-3.9161092176579295,1
45000,51.82463061638179,0.7001761444818406,0.04700126967054341,100.0,2.0,0.09241441657267596,0.8828080208909441,0.8717467880646785,-2.64615733441049,1
45000,59.62760667424738,1.921614224304476,0.1606212152232322,93.0619182637241,1.971855808633316,0.13880412350620783,0.867832967019133,0.9037089411724822,-1.956212960990789,1
45000,23.931417654902035,5.0,0.109353814934141,77.46877298580456,1.4825337605925517,0.1975171349778991,0.4879962411320209,0.8613597230445299,-1.821982951595543,1
45000,7.027215825032872,2.4560863139307165,0.09293230014918365,94.40558859974973,1.5480839355089389,0.1769120309673227,0.552151431489422,0.8157246071114626,-3.7582413747327252,1
45000,74.37122572883001,0.9758252628829089,0.05329693614242091,50.652109974083906,0.5,0.009823592038111534,1.000944055990937,0.7429932667723852,-2.4571649763401284,1
45000,44.50135253562597,4.9952369788334385,0.12945630002283287,99.5058062179553,2.0,0.21720235017816802,0.5327541272355951,0.8598987488970268,-2.1895544904736686,3
45000,22.19806403968797,4.999999999999999,0.08288152306536452,74.28147559588473,0.5,0.07210063193017889,0.6344249323284005,0.695401031869535,-3.7057231974100193,3
45000,76.25015730897896,0.01,0.019093065804177623,66.60464830475411,1.9788879629414606,0.042612511333497166,1.071079337892806,0.8852601665406725,-1.8745413175994328,1
45000,1.0,5.0,0.33082344200496294,93.48296299991742,0.5,0.40212202057698654,0.6598602669192608,0.9248325390564247,-1.262797988001609,2
45000,64.91412276304439,1.8713263480771005,0.2501368668794569,79.07524118335894,1.9975459429254925,0.2006620805012479,0.9351661370012712,0.9554229752160445,-0.962015016796068,1
45000,69.49411530540094,5.0,0.21124716113555347,98.01592704182929,0.5278277069158389,0.17849929621565516,0.6857047470135375,0.9295263654769956,-1.0602661300019605,1
45000,19.62619258095629,1.8612136810732007,0.12439421119573002,88.06182416695185,1.9998875691103168,0.16123119340607855,0.9481733221664612,0.8643161853038362,-2.496606659045429,1
45000,94.40470889455518,2.715602796577482,0.16808477080307369,75.0332232616947,0.5,0.06715228960396379,1.027761923513456,0.8298275894887737,-2.2845767296755923,1
45000,50.85733071057039,3.825350426972987,0.177514447232271,76.53585364529106,1.88949834122484,0.24976271531712177,0.6008186693273796,0.8856147026196978,-2.1054531834573966,3
45000,1.0,1.7165366549823626,1.8920676677587318,60.95383327576765,1.7152199004313415,0.4405128033374864,0.9512715533201547,0.9973273732747003,-0.18743971268166776,3
45000,95.06419631209279,4.250945414925737,0.10283706130074624,70.98390054124201,0.6061051261436888,0.049971393685744735,0.773517246432659,0.8002025733062413,-2.573460300309377,1
45000,11.08686232322485,5.0,0.025282627223657102,96.14088969477508,1.502738334212077,0.037888967162368614,0.3862693548023507,0.572558316811004,-7.6362427963487916,1
45000,4.088507696419465,2.868900648382984,0.1550635129128432,100.0,0.5065396832975065,0.24415328340752557,0.6364998244642561,0.8370240750397379,-2.49659848144601,2
