evolution$generation,centers,hierarchy,maxRadiusRate,width,hwRatio,moran,distance,entropy,slope,evolution$samples
1000,44.96170564686567,4.950060225076089,0.5865106229703138,99.34324624909775,1.2508433308820321,0.2848991819183211,0.9007681359989247,0.991410805893115,-0.36485515470919566,1
1000,55.564442149143055,4.774243029747169,0.1699204964175207,92.85071923921463,1.6365984410636183,0.21665652454457482,0.6232346449599435,0.8910833509250459,-1.6047823797586054,1
1000,31.948610963936968,0.32342738064850934,0.021592620789972566,58.09427398362999,0.5,0.012062586437456889,1.058974861613658,0.6642894112186187,-4.534040543176004,1
1000,2.637925715388712,5.0,0.1786911517959893,95.87334736082377,1.4069049879813607,0.3333111938562709,0.5949794716500586,0.9280908904060325,-1.3303261479277246,1
1000,45.20458562437857,4.831724293270355,0.14102414576752165,100.0,1.4621550106674583,0.24006924756716058,0.5500609598264156,0.8945586795974766,-1.7039987151374527,2
1000,27.163962692812397,1.650632507535562,0.2905168078204249,52.89551227028263,1.5243983919330064,0.23052950102684744,0.8169444471811789,0.9770487476398491,-0.6292295707892469,1
1000,49.532275523402156,5.0,0.24043295949393456,95.346193182718,1.3709648084732304,0.27422288656345156,0.6958347296590519,0.9430043940439318,-1.0217999113343645,4
1000,54.77484299684771,4.6857994375936345,0.08436797898524717,88.50963510257483,1.4590267804363326,0.13184241282906073,0.5963119766112436,0.7598208766854947,-3.7679159178545163,1
1000,43.81538259897138,4.056499300717245,0.14062616500820946,91.93362626002121,1.4704521288799421,0.20313399362099277,0.6297011280362326,0.8618381646667392,-1.9836619813268452,2
1000,39.046361460592706,0.4325446373231655,0.05378933266525445,63.09293381695619,1.1340772927916407,0.08761635387931697,0.8992529643241038,0.9469807369927898,-0.9865468133991739,1
1000,44.35435338904698,3.6372513493110845,0.18586968482547583,97.56969294367966,1.6328894089990134,0.24085610505408656,0.6061813175251618,0.8770501971047909,-2.1082313339882446,1
1000,1.0,3.9294452122147954,2.0,59.5217906901065,1.85443297422186,0.4205321398976461,0.9628891147588091,0.9980999094955182,-0.16201842111019396,1
1000,55.123700047169486,4.42869554295421,0.1397732528585211,91.1878493202037,1.4072140143195828,0.21688406550281825,0.6459231324060838,0.8578321547444663,-2.0673981705469058,1
1000,33.42519884622047,1.5172245081468816,0.13878436682221967,60.3993022286069,1.3655654664352017,0.16307366693409112,0.9328050576338356,0.9118289336793715,-1.4133369155763906,1
1000,56.50028077503371,4.4711502935201075,0.1872820296517303,95.20379982966679,1.404258188755891,0.28233814391247974,0.613207267665834,0.9083523326482132,-1.5442641053227213,1
1000,3.801642209245645,0.4067671449716222,0.048402617866763975,53.442080663839725,1.2995863706499151,0.11532867695675124,0.8952969090324507,0.7393324183637383,-4.347573898945676,1
1000,56.838024443777655,0.7724549752126681,0.9658123379346408,73.52955241906284,1.5051721186014602,0.2920541866895281,0.8939562448195468,0.9978182554221766,-0.16764302294801034,1
1000,44.13734788272049,5.0,0.15073476772984526,100.0,1.5403168333826465,0.230879795133241,0.5364991328939328,0.8944234380029011,-1.5024233590900025,3
1000,43.02822371289966,4.345273093528434,0.12136807591134315,100.0,1.5017738905856117,0.1814200268143724,0.5398384424794621,0.8221383373219407,-2.877705418160977,1
1000,48.63804635167379,4.276910711704688,0.19469956372498262,93.18893617438485,1.6077596584703684,0.31006354527543506,0.6035125387192632,0.9156495431082299,-1.5398970294256786,1
1000,29.417091605183835,1.5717208149895576,0.3416645040386939,58.783322703343856,1.1958675165938848,0.1987787674147695,0.9109182568991393,0.9856141750179713,-0.4520796287946023,1
1000,30.999208021157965,1.4946418142893012,0.1639999669417627,51.6175307344587,1.2696599065832044,0.22051125367451135,0.7640666056711876,0.9431603694449637,-1.1246546538603501,2
1000,25.88109477440552,2.0418083278858474,0.7912409099076192,51.273985417768955,1.3005627824740582,0.2751524215429805,0.879366316107733,0.9932946433474859,-0.29603401434904364,3
1000,54.57539145482902,4.690008920920458,0.11548048687831342,90.84537501842613,1.4302616607383005,0.19481174315577857,0.5542578161017607,0.8595859850922009,-2.127617884204962,1
1000,53.00141647742019,4.623230905558551,0.06649851968554661,88.63682427230766,1.4449402601624848,0.08464501671255592,0.589144388801648,0.7336764102852553,-3.9185893819766697,1
1000,46.31913566948478,4.590285756819015,0.16085014336200254,82.47456525731906,1.4605358830990418,0.2529478048520112,0.6320206690444896,0.8968334962838022,-1.626930327756827,1
1000,1.0,1.9473948608466671,1.8123583593214645,88.34233578611392,2.0,0.47549434648252076,0.9769986966562578,0.9956312824543265,-0.25613652600564946,1
1000,77.54274517646034,4.90672516546688,0.9023568137600934,91.76052642042522,1.3960944436377005,0.2262404122248989,0.8984565680450805,0.9962994465977294,-0.23650842963730165,1
1000,69.46862048738578,4.282466277107332,0.05218672970733098,98.79438470639914,1.682191243371972,0.05521354060410695,0.49994853225444236,0.715035618527267,-3.8248309799506104,1
1000,59.09373645308714,4.742517039497595,0.07620523099978457,89.99097252642132,1.4167994040085663,0.10428556356966157,0.5333024671075106,0.7724449827668642,-2.9468511839508804,1
1000,44.80782040338875,4.333218061944872,0.1380791317470288,90.20694901493155,1.5334238857156097,0.22022780917223939,0.5996795516139933,0.8673420368554264,-1.8727836497702521,1
1000,67.69528743205831,3.914542608340603,0.11654337679259984,99.82901873781161,1.6827419125743903,0.12280831244223091,0.7864185373243192,0.800331437058474,-2.7965661257467502,1
1000,59.428654170616014,4.343800412612109,0.1922511544499688,88.95384273199046,1.3982106951552122,0.2484338870398294,0.6656335381527873,0.9384826089955304,-1.0473129058646575,1
1000,23.102155151943155,2.0320157069786493,0.9362163873294792,57.715763665168645,1.3175376713691038,0.3001411006763772,0.899478458658918,0.9945390774357734,-0.2651620456661004,2
1000,64.41842375862645,4.938957078073889,0.0721301923601871,99.3426133281564,1.3657693052926558,0.10402318764859474,0.4796072043552177,0.8017829140743251,-2.4132707181290036,1
1000,52.91529206674096,5.0,0.09634431459767258,87.6071266602336,1.4470219782618572,0.16972816051069706,0.49745510565850704,0.8233651083486633,-3.0346587883459875,1
1000,36.22920320590076,4.26421533309496,0.2866237547040145,89.0896295549728,1.6583719639940497,0.2613383017227207,0.793762440999587,0.9632629679158725,-0.7663526654139018,1
1000,45.68364420247028,4.214506554866234,0.13711868057308652,89.82240435367996,1.4576280533584012,0.2524983006191296,0.563945345622235,0.8855953993161985,-2.0500930654193663,1
1000,34.28174499968457,2.256630329934232,0.10553593827418759,50.0,1.312431955392922,0.12801034673082104,0.6494223114174859,0.8695149264656157,-1.8733610879748193,1
