evolution$generation,centers,hierarchy,maxRadiusRate,width,hwRatio,moran,distance,entropy,slope,evolution$samples
10000,39.043632011240376,0.5502823962606238,0.04396078680682313,69.21901375276485,1.2635295107035358,0.06989370026685812,0.9635036278811365,0.88624956497437,-1.912371221396182,1
10000,49.84725300611197,3.6286513946781156,0.10827803487081393,96.83720373813463,1.985030460691608,0.1665328917669811,0.553997002160827,0.8404614713646222,-2.2664705824039846,1
10000,31.478659778765913,2.278499340790711,0.38062075318347577,63.00265688070901,0.6262893465793257,0.34708123882172137,0.7196461348991334,0.951429759372364,-0.9396780144349356,1
10000,44.60352674430024,4.906999537665295,0.09568297192308507,97.72930786273692,1.3952198596486776,0.16346516519144966,0.4724345914700171,0.8594503557784432,-1.8266241616557037,1
10000,43.43097530345932,4.353989236705104,0.12846492583598473,90.17972132364432,1.4550662619888377,0.20291211484067065,0.523823117317064,0.8527592499086172,-2.180334260600845,2
10000,53.019419502649214,1.773284600875664,0.2335803989709617,94.58170219170435,1.5147193805748367,0.216923184815656,0.9123043230577248,0.9564535280333355,-0.9585045589690839,1
10000,44.35435338904698,3.6372513493110845,0.18586968482547583,97.56969294367966,1.6328894089990134,0.24085610505408656,0.6061813175251618,0.8770501971047909,-2.1082313339882446,1
10000,1.0,3.9294452122147954,2.0,59.5217906901065,1.85443297422186,0.4205321398976461,0.9628891147588091,0.9980999094955182,-0.16201842111019396,1
10000,2.648502587770829,4.919872964863369,0.12630450261032686,66.82204380994497,0.6464559562221033,0.21217246604730833,0.5515489750407132,0.7965853660468745,-2.599648761462174,1
10000,71.6237051846337,4.459454326769583,0.16111421186316946,55.48264437686629,0.7078587043990259,0.1323021691843411,0.7111674372471669,0.8440796587586152,-1.9592005134445405,1
10000,35.345152049749316,3.045387959333291,0.09242040951468672,82.625215217244,1.5395102150548317,0.16742118645326293,0.6258071757484475,0.8308062666659434,-2.840037037105477,1
10000,58.127025711611815,4.704742841770558,0.9225694213161609,50.24280035464099,2.0,0.26851669472958367,0.9137003546338862,0.9909246704875945,-0.35606986693436715,3
10000,12.136314966885633,5.0,0.12957274076480296,98.704457475401,1.6477289298098083,0.2677167461759985,0.4990576885524349,0.8806968250998425,-2.0301484356732207,1
10000,58.44346544758264,0.7327983576070507,0.08259614264487515,65.96614019396897,0.5048541507517728,0.0523579934637303,1.002063222253728,0.9233068931825722,-1.1396849455878766,1
10000,62.62683688523306,5.0,0.23964733004977987,81.18065086290173,0.5059829888004866,0.13516752146050012,0.7238876733974525,0.8935594303064424,-1.3577237938325586,1
10000,39.69001387342208,3.496463409765248,0.1667359705412959,87.27114892700726,1.8205654440470576,0.21807290643042748,0.6462234810613255,0.8948697513883876,-1.6212520829817005,2
10000,62.26845346707717,4.956764351165122,0.23951287405513944,94.1911009783887,0.529064362400707,0.16177206691216578,0.7272878307500907,0.8985049711629809,-1.4088210085564752,2
10000,70.200851971617,4.1562399753588934,0.16592737677716357,93.69305665720901,2.0,0.15226888422757007,0.9040385544079675,0.8256956111051277,-2.4537296382464358,1
10000,39.74890864613269,5.0,0.11002665212860864,100.0,1.7906691874262783,0.2093282424096711,0.48448981760728943,0.8564714546841966,-2.8555155152007954,1
10000,51.56978542110752,4.444036774474617,0.1764179954030226,96.1511816338107,1.413621082095602,0.24592367527135467,0.628349401369232,0.940791049474814,-1.038047168714617,1
