"ID","Name","Long","Lat","X1960","X1970","X1980","X1990","X2000","X2010"
"4273808","State College",-77.85874,40.791261,0.1,0.1,112760,123786,135758,153990
"4275304","Sunbury",-76.789174,40.863894,104138,99190,100381,96771,94556,94528
"4285312","Williamsport",-77.018738,41.244428,54552,50393,118416,118710,120044,116111
"4287048","York",-76.728043,39.962692,238336,272603,312963,339574,381751,434972
"4459000","Providence",-71.422132,41.82355,816148,910781,919216,1178263,1582997,1600852
"4513330","Charleston",-79.986255,32.789295,216382,303849,430462,506875,549033,664607
"4516000","Columbia",-81.010759,34.017105,260828,322880,410088,453331,647158,767598
"4525810","Florence",-79.774147,34.184088,31432,32987,110163,114344,193155,205566
"4530850","Greenville",-82.385428,34.844313,209776,299502,367205,414061,559940,824112
"4530895","Greenwood",-82.154816,34.189756,44346,49686,57847,59567,66271,95078
"4534045","Hilton Head Island",-80.742947,32.178828,0.1,0.1,0.1,86425,141615,187010
"4549075","Myrtle Beach",-78.875453,33.704238,0.1,0.1,0.1,0.1,196629,376722
"4553080","Orangeburg",-80.862206,33.496843,68559,69789,82276,84803,91582,92501
"4568290","Spartanburg",-81.927603,34.946771,44352,44546,201861,226800,253791,313268
"4570405","Sumter",-80.363541,33.926942,23062,24435,24921,43181,104646,107456
"4652980","Rapid City",-103.228299,44.076188,42399,43836,46492,81343,112818,134598
"4659020","Sioux Falls",-96.73178,43.536285,86575,95209,109435,123809,187093,228261
"4714000","Chattanooga",-85.267255,35.045473,283169,304927,426540,433210,476531,528143
"4715160","Clarksville",-87.358261,36.559383,22021,31719,150220,169439,232000,260625
"4715400","Cleveland",-84.871067,35.171483,16196,20651,26415,32528,104015,115788
"4716920","Cookeville",-85.504295,36.164202,0.1,35487,47690,51373,93417,106042
"4737640","Jackson",-88.820805,35.633132,34376,50062,59467,77982,107377,130011
"4738320","Johnson City",-82.37276,36.335399,42083,46039,289670,292451,181607,198716
"4739560","Kingsport",-82.542123,36.536851,26314,31938,143968,143596,230014,309544
"4740000","Knoxville",-83.942161,35.972882,368080,409409,476517,553773,739160,837571
"4748000","Memphis",-89.971068,35.117365,627019,770120,913472,981747,1205204,1324829
"4750280","Morristown",-83.296141,36.210615,21267,20318,19570,22731,0.1,113951
"4752006","Nashville-Davidson County",-86.762141,36.154838,399743,541108,850505,985026,1311789,1670890
"4767120","Sevierville",-83.569927,35.87756,0.1,0.1,0.1,0.1,71170,89889
"4775320","Tullahoma",-86.213258,35.368511,28603,32572,38311,40339,93024,100210
"4801000","Abilene",-99.745482,32.446425,120377,113959,139192,148004,160245,165252
"4803000","Amarillo",-101.845163,35.199252,149493,144396,173699,187547,226522,251933
"4804504","Athens",-95.84914,32.202782,0.1,0.1,42606,58543,73277,78532
"4805000","Austin",-97.747247,30.300474,212136,295516,536688,781572,1249763,1716289
"4807000","Beaumont",-94.126653,30.079912,306016,315943,375497,361226,385090,403190
"4810768","Brownsville",-97.484424,25.930307,151098,140368,209727,260120,335227,406220
"4810912","Bryan",-96.366745,30.665547,38938,57978,93588,121862,184885,228660
"4817000","Corpus Christi",-97.401927,27.742857,221573,284832,326228,349894,403280,428185
"4819000","Dallas",-96.787166,32.799528,1083601,1555950,2957091,3920094,5161544,6426214
"4824000","El Paso",-106.423242,31.790208,314070,359291,479899,591610,679622,804123
"4835000","Houston",-95.383173,29.762895,1243158,1985031,2905353,3711043,4715407,5920416
"4835528","Huntsville",-95.548373,30.711254,21475,27680,41789,50917,61758,82446
"4841464","Laredo",-99.490593,27.524445,64791,72859,99258,133239,193117,250304
"4843888","Longview",-94.753909,32.509147,40050,45547,99487,104948,194042,214369
"4845000","Lubbock",-101.877793,33.564735,156271,179295,211651,222636,249700,290805
"4845072","Lufkin",-94.730374,31.336874,39814,49349,64172,69884,80130,86771
"4845384","McAllen",-98.236385,26.216263,79621,181535,283229,383545,569463,774769
"4848072","Midland",-102.099239,32.005072,67717,65433,82636,106611,116009,141671
"4853388","Odessa",-102.36549,31.863294,90995,91805,115374,118934,121123,137130
"4864472","San Angelo",-100.452502,31.453113,64630,71047,84784,98458,105781,111823
"4865000","San Antonio",-98.512682,29.451532,687151,864014,1071954,1302099,1711703,2142508
"4867496","Sherman",-96.609991,33.641077,47736,83225,89796,95021,110595,120877
"4872176","Temple",-97.362202,31.093678,38582,42127,214656,255301,330714,405300
"4872368","Texarkana",-94.067394,33.43717,91657,101198,113067,120132,129749,149198
"4874144","Tyler",-95.299927,32.334249,86350,97096,128366,151309,174706,209714
"4875428","Victoria",-96.993462,28.816866,33047,41349,68807,74361,111663,94003
"4876000","Waco",-97.15593,31.551516,150091,147553,170755,189123,213517,252772
"4879000","Wichita Falls",-98.514881,33.897047,123528,121862,121082,122378,151524,151306
"4945860","Logan",-111.830846,41.737878,18731,22333,26844,32903,102720,125442
"4955980","Ogden",-111.961193,41.227744,110744,225306,291156,346271,442656,597159
"4962470","Provo",-111.660804,40.244421,106991,137776,218106,263590,376774,526810
"4965330","St. George",-113.578151,37.095279,0.1,0.1,0.1,28754,90354,138115
"4967000","Salt Lake City",-111.892622,40.7547,383035,458607,645099,752557,968858,1087873
"5010675","Burlington",-73.223157,44.484748,47669,54718,114070,131439,198889,211261
"5107784","Blacksburg",-80.417694,37.229874,0.1,0.1,0.1,76437,151272,178237
